file_name,fusion_name,qty_in_model,part_id,bom_file,description,mpn,vendor,vendor_url,note
1_21_121000022__610001_1_1_00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,1_21_121000022__610001_1_1^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2),1,ACT_RS05,actuators.csv,RobStride 05 quasi-direct-drive actuator,RobStride 05,AiFitLab,https://aifitlab.com/products/robstride-05-motor,via `robstride05 v16 (2)`
6706__300001_1_1_00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,6706__300001_1_1^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2),1,ACT_RS05,actuators.csv,RobStride 05 quasi-direct-drive actuator,RobStride 05,AiFitLab,https://aifitlab.com/products/robstride-05-motor,via `robstride05 v16 (2)`
Component80,Component80,1,ACT_RS05,actuators.csv,RobStride 05 quasi-direct-drive actuator,RobStride 05,AiFitLab,https://aifitlab.com/products/robstride-05-motor,via `robstride05 v16 (2)`
1_1_02_EB461-502_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,1_1_02_EB461-502^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2),1,ACT_RS05,actuators.csv,RobStride 05 quasi-direct-drive actuator,RobStride 05,AiFitLab,https://aifitlab.com/products/robstride-05-motor,via `robstride05 v16 (2)`
1_1_06_EB463-507_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,1_1_06_EB463-507^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2),1,ACT_RS05,actuators.csv,RobStride 05 quasi-direct-drive actuator,RobStride 05,AiFitLab,https://aifitlab.com/products/robstride-05-motor,via `robstride05 v16 (2)`
1_1_06_EB463-509_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,1_1_06_EB463-509^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2),1,ACT_RS05,actuators.csv,RobStride 05 quasi-direct-drive actuator,RobStride 05,AiFitLab,https://aifitlab.com/products/robstride-05-motor,via `robstride05 v16 (2)`
1_1_31_EB463-510_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,1_1_31_EB463-510^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2),1,ACT_RS05,actuators.csv,RobStride 05 quasi-direct-drive actuator,RobStride 05,AiFitLab,https://aifitlab.com/products/robstride-05-motor,via `robstride05 v16 (2)`
1_2_05_000438_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,1_2_05_000438^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2),8,ACT_RS05,actuators.csv,RobStride 05 quasi-direct-drive actuator,RobStride 05,AiFitLab,https://aifitlab.com/products/robstride-05-motor,via `robstride05 v16 (2)`
1_2_05_000555_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,1_2_05_000555^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2),8,ACT_RS05,actuators.csv,RobStride 05 quasi-direct-drive actuator,RobStride 05,AiFitLab,https://aifitlab.com/products/robstride-05-motor,via `robstride05 v16 (2)`
1_2_05_000608_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,1_2_05_000608^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2),4,ACT_RS05,actuators.csv,RobStride 05 quasi-direct-drive actuator,RobStride 05,AiFitLab,https://aifitlab.com/products/robstride-05-motor,via `robstride05 v16 (2)`
1_2_05_020051_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,1_2_05_020051^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2),3,ACT_RS05,actuators.csv,RobStride 05 quasi-direct-drive actuator,RobStride 05,AiFitLab,https://aifitlab.com/products/robstride-05-motor,via `robstride05 v16 (2)`
1_2_16_001425_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,1_2_16_001425^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (2),1,ACT_RS05,actuators.csv,RobStride 05 quasi-direct-drive actuator,RobStride 05,AiFitLab,https://aifitlab.com/products/robstride-05-motor,via `robstride05 v16 (2)`
schematics,schematics,1,,,,,,,sketch/section carrier; no manufacturing content
dovetail_umi_gripper,dovetail_umi_gripper,2,,,,,,,gripper part designed for this robot; no row in printed-parts.csv or cnc-parts.csv
CNC_arm13_x2_RS05_shaft_coupler,CNC_arm13_x2_RS05_shaft_coupler,2,,,,,,,"no BOM row; Fusion material `Aluminum 6061`, under `dovetail_umi_gripper`"
MANIFOLD_SOLID_BREP_102855,MANIFOLD_SOLID_BREP_102855,4,EL_SERVO_FEETECH,electronics.csv,"Feetech HL-3915-C001 12 V servo, 14.2 kg-cm",HL-3915-C001,AiFitLab,https://aifitlab.com/products/feetech-hl-3915-servo-motor?variant=44326557417608,via `FEETECH_HL_3915_Servo_Motor`
MANIFOLD_SOLID_BREP_102995,MANIFOLD_SOLID_BREP_102995,4,EL_SERVO_FEETECH,electronics.csv,"Feetech HL-3915-C001 12 V servo, 14.2 kg-cm",HL-3915-C001,AiFitLab,https://aifitlab.com/products/feetech-hl-3915-servo-motor?variant=44326557417608,via `FEETECH_HL_3915_Servo_Motor`
MANIFOLD_SOLID_BREP_103135,MANIFOLD_SOLID_BREP_103135,4,EL_SERVO_FEETECH,electronics.csv,"Feetech HL-3915-C001 12 V servo, 14.2 kg-cm",HL-3915-C001,AiFitLab,https://aifitlab.com/products/feetech-hl-3915-servo-motor?variant=44326557417608,via `FEETECH_HL_3915_Servo_Motor`
MANIFOLD_SOLID_BREP_103275,MANIFOLD_SOLID_BREP_103275,4,EL_SERVO_FEETECH,electronics.csv,"Feetech HL-3915-C001 12 V servo, 14.2 kg-cm",HL-3915-C001,AiFitLab,https://aifitlab.com/products/feetech-hl-3915-servo-motor?variant=44326557417608,via `FEETECH_HL_3915_Servo_Motor`
PHS_1_7X20_5_DC10_3_3,PHS_1_7X20_5_DC10_3_3,8,EL_SERVO_FEETECH,electronics.csv,"Feetech HL-3915-C001 12 V servo, 14.2 kg-cm",HL-3915-C001,AiFitLab,https://aifitlab.com/products/feetech-hl-3915-servo-motor?variant=44326557417608,via `FEETECH_HL_3915_Servo_Motor`
WJ-WK00-0412-TOPCABINET_74,WJ-WK00-0412-TOPCABINET_74,2,EL_SERVO_FEETECH,electronics.csv,"Feetech HL-3915-C001 12 V servo, 14.2 kg-cm",HL-3915-C001,AiFitLab,https://aifitlab.com/products/feetech-hl-3915-servo-motor?variant=44326557417608,via `FEETECH_HL_3915_Servo_Motor`
WJ-WK00-0413-MIDDLECASE_80,WJ-WK00-0413-MIDDLECASE_80,2,EL_SERVO_FEETECH,electronics.csv,"Feetech HL-3915-C001 12 V servo, 14.2 kg-cm",HL-3915-C001,AiFitLab,https://aifitlab.com/products/feetech-hl-3915-servo-motor?variant=44326557417608,via `FEETECH_HL_3915_Servo_Motor`
WJ-WK00-414-BOTTOMCASE_48,WJ-WK00-414-BOTTOMCASE_48,2,EL_SERVO_FEETECH,electronics.csv,"Feetech HL-3915-C001 12 V servo, 14.2 kg-cm",HL-3915-C001,AiFitLab,https://aifitlab.com/products/feetech-hl-3915-servo-motor?variant=44326557417608,via `FEETECH_HL_3915_Servo_Motor`
M2-10-6_2,M2-10-6_2,4,EL_SERVO_FEETECH,electronics.csv,"Feetech HL-3915-C001 12 V servo, 14.2 kg-cm",HL-3915-C001,AiFitLab,https://aifitlab.com/products/feetech-hl-3915-servo-motor?variant=44326557417608,via `FEETECH_HL_3915_Servo_Motor`
M2-4LOUSI_1,M2-4LOUSI_1,4,EL_SERVO_FEETECH,electronics.csv,"Feetech HL-3915-C001 12 V servo, 14.2 kg-cm",HL-3915-C001,AiFitLab,https://aifitlab.com/products/feetech-hl-3915-servo-motor?variant=44326557417608,via `FEETECH_HL_3915_Servo_Motor`
MF85ZZ_1,MF85ZZ_1,2,EL_SERVO_FEETECH,electronics.csv,"Feetech HL-3915-C001 12 V servo, 14.2 kg-cm",HL-3915-C001,AiFitLab,https://aifitlab.com/products/feetech-hl-3915-servo-motor?variant=44326557417608,via `FEETECH_HL_3915_Servo_Motor`
OUTPUTGEAR_40,OUTPUTGEAR_40,2,EL_SERVO_FEETECH,electronics.csv,"Feetech HL-3915-C001 12 V servo, 14.2 kg-cm",HL-3915-C001,AiFitLab,https://aifitlab.com/products/feetech-hl-3915-servo-motor?variant=44326557417608,via `FEETECH_HL_3915_Servo_Motor`
PCBA_1,PCBA_1,2,EL_SERVO_FEETECH,electronics.csv,"Feetech HL-3915-C001 12 V servo, 14.2 kg-cm",HL-3915-C001,AiFitLab,https://aifitlab.com/products/feetech-hl-3915-servo-motor?variant=44326557417608,via `FEETECH_HL_3915_Servo_Motor`
WJ-BB00-0235_HORN_22,WJ-BB00-0235_HORN_22,2,EL_SERVO_FEETECH,electronics.csv,"Feetech HL-3915-C001 12 V servo, 14.2 kg-cm",HL-3915-C001,AiFitLab,https://aifitlab.com/products/feetech-hl-3915-servo-motor?variant=44326557417608,via `FEETECH_HL_3915_Servo_Motor`
buck_converter_48_to_12,buck_converter_48_to_12,2,EL_BUCK_48V_12V,electronics.csv,48 V to 12 V buck converter,6.5V-60V To 5V/12V Dc,AliExpress,https://www.aliexpress.us/item/3256809688561615.html?spm=a2g0o.detail.0.0.4fd9AhcQAhcQuZ,
Board,Board,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
User_Library-0603_SMD_Capacitor,User_Library-0603_SMD_Capacitor,14,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
2_1_200,2_1_200,6,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
3_1_2_A,3_1_2_A,6,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
1_1_20001,_1_1_20001,6,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOD323,SOD323,8,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
dc-005-5a-20,dc-005-5a-20,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
User_Library-DG350-3_5-02P,"User_Library-DG350-3,5-02P",2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
Extruded_3,Extruded (3),10,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
Extruded_2,Extruded (2),18,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
X2564WV-03-N0SN,X2564WV-03-N0SN,4,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
Extruded_4,Extruded (4),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
User_Library-LED_0603_R_Fillet,User_Library-LED_0603_R_Fillet,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
User_Library-LED_0603_R_Pad004,User_Library-LED_0603_R_Pad004,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
User_Library-LED_0603_R_Pad,User_Library-LED_0603_R_Pad,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
User_Library-LED_0603_R_Pocket001,User_Library-LED_0603_R_Pocket001,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
User_Library-LED_0603_R_Pocket002,User_Library-LED_0603_R_Pocket002,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
User_Library-sop-8,User_Library-sop-8,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOT-23,SOT-23,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
5_1_2_3_400,5_1_2_3_400,18,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
2_1_2_3_4_AF0,_2_1_2_3_4_AF0,18,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
7_1_2_AF0,_7_1_2_AF0,18,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_1,SOLID (1),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_10,SOLID (10),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_11,SOLID (11),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_12,SOLID (12),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_13,SOLID (13),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_14,SOLID (14),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_15,SOLID (15),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_16,SOLID (16),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_17,SOLID (17),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_18,SOLID (18),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_19,SOLID (19),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_2,SOLID (2),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_20,SOLID (20),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_21,SOLID (21),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_3,SOLID (3),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_4,SOLID (4),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_5,SOLID (5),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_6,SOLID (6),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_7,SOLID (7),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_8,SOLID (8),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID_9,SOLID (9),2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
SOLID,SOLID,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
User_Library-QFN-16,User_Library-QFN-16,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
User_Library-TO-223_1_1,User_Library-TO-223_1_1,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
User_Library-TO-223_2_1,User_Library-TO-223_2_1,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
User_Library-TO-223_3_1,User_Library-TO-223_3_1,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
User_Library-TO-223_4_1,User_Library-TO-223_4_1,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
User_Library-TO-223_5_1,User_Library-TO-223_5_1,2,EL_SERVO_DRIVER,electronics.csv,"Waveshare serial bus servo driver board, ST/SC series",25514,Waveshare,https://www.waveshare.com/product/robotics/drivers-sensors/drivers/bus-servo-adapter-a.htm,via `wareshare_st_servo_controller v7`; Fusion name `wareshare_st_servo_controller`; BOM row is the Waveshare bus servo driver
