component,component_path,joint,kind,type,occurrence_one,occurrence_two,origin_x_mm,origin_y_mm,origin_z_mm,axis_x,axis_y,axis_z,min,max,value,units,min_deg,max_deg,value_deg,min_mm,max_mm,value_mm,is_suppressed,note
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 500,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:14,hip_pitch:hip_roll_R:1+CNC_leg05_x2_hip_roll_back_bearing_retainer:2,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 501,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:15,hip_pitch:hip_roll_R:1+CNC_leg05_x2_hip_roll_back_bearing_retainer:2,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 502,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:16,hip_pitch:hip_roll_R:1+CNC_leg05_x2_hip_roll_back_bearing_retainer:2,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 503,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:17,hip_pitch:hip_roll_L:1+CNC_leg05_x2_hip_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 504,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:18,hip_pitch:hip_roll_L:1+CNC_leg05_x2_hip_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 505,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:19,hip_pitch:hip_roll_L:1+CNC_leg05_x2_hip_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 506,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:20,hip_pitch:hip_roll_L:1+CNC_leg05_x2_hip_roll_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 507,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:21,hip_pitch:hip_roll_L:1+CNC_leg04_x2_hip_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 508,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:22,hip_pitch:hip_roll_L:1+CNC_leg04_x2_hip_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 509,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:23,hip_pitch:hip_roll_L:1+CNC_leg04_x2_hip_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 510,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:24,hip_pitch:hip_roll_L:1+CNC_leg04_x2_hip_roll_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 513,joint,rigid,protections:1+hip_pitch_motor:2,hip_roll:hip_yaw_R:1+CNC_leg06_x2_hip_roll_output_shaft:2,0.0,-126.539,-107.406,,,,,,,,,,,,,,False,
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 516,joint,rigid,protections:1+hip_pitch_motor:4+Component194:1,v2.1_lower_leg_L_copy:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_31_QT-942_1:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 518,joint,rigid,protections:1+hip_roll_motor:3+Component196:1,Robstride 03 - no back cover:6+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_06_EB903-534_ASM_1_1_ASM:1+1_1_06_EB903-537_1_1:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 521,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:25,v2.1_lower_leg_L_copy:1+CNC_leg15_x2_RS06_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 522,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:26,v2.1_lower_leg_L_copy:1+CNC_leg15_x2_RS06_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 523,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:27,v2.1_lower_leg_L_copy:1+CNC_leg15_x2_RS06_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 524,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:28,v2.1_lower_leg_L_copy:1+CNC_leg15_x2_RS06_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 525,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:29,v2.1_lower_leg_L_copy:1+CNC_leg15_x2_RS06_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 526,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:30,v2.1_lower_leg_L_copy:1+CNC_leg15_x2_RS06_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 527,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:31,v2.1_lower_leg_L_copy:1+CNC_leg15_x2_RS06_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 528,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:32,v2.1_lower_leg_L_copy:1+CNC_leg15_x2_RS06_shaft_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 529,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:33,v2.1_lower_leg_L_copy:1+CNC_leg13_x2_ankle_pitch_front:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 530,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:34,v2.1_lower_leg_L_copy:1+CNC_leg13_x2_ankle_pitch_front:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 531,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:35,v2.1_lower_leg_L_copy:1+CNC_leg13_x2_ankle_pitch_front:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 532,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:36,v2.1_lower_leg_L_copy:1+CNC_leg13_x2_ankle_pitch_front:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 533,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:213,hip_pitch:hip_roll_L:1+CNC_leg02_x7_RS03_shaft_coupler:2,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 534,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:214,hip_pitch:hip_roll_L:1+CNC_leg02_x7_RS03_shaft_coupler:2,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 535,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:215,hip_pitch:hip_roll_L:1+CNC_leg02_x7_RS03_shaft_coupler:2,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 536,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:216,hip_pitch:hip_roll_L:1+CNC_leg02_x7_RS03_shaft_coupler:2,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 537,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:217,hip_pitch:hip_roll_L:1+CNC_leg02_x7_RS03_shaft_coupler:2,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 538,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:218,hip_pitch:hip_roll_L:1+CNC_leg02_x7_RS03_shaft_coupler:2,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 539,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:219,hip_pitch:hip_roll_R:1+CNC_leg02_x7_RS03_shaft_coupler:3,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 540,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:220,hip_pitch:hip_roll_R:1+CNC_leg02_x7_RS03_shaft_coupler:3,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 541,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:221,hip_pitch:hip_roll_R:1+CNC_leg02_x7_RS03_shaft_coupler:3,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 542,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:222,hip_pitch:hip_roll_R:1+CNC_leg02_x7_RS03_shaft_coupler:3,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 543,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:223,hip_pitch:hip_roll_R:1+CNC_leg02_x7_RS03_shaft_coupler:3,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 544,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:224,hip_pitch:hip_roll_R:1+CNC_leg02_x7_RS03_shaft_coupler:3,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Revolute 220,as_built,revolute,hip_roll:hip_yaw_L:1+CNC_leg07_x2_hip_roll_support_shaft:1,hip_pitch:hip_roll_L:1+CNC_leg05_x2_hip_roll_back_bearing_retainer:1,,,,-1.0,0.0,0.0,,,0.0,rad,,,0.0,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 511,as_built,rigid,protections:1+hip_roll_motor:1,Robstride 03 - no back cover:5+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_06_EB903-534_ASM_1_1_ASM:1+1_1_06_EB903-537_1_1:1,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 512,as_built,rigid,protections:1+hip_pitch_motor:1,hip_pitch:hip_roll_R:1+CNC_leg03_x5_RS03_shaft_bearing_retainer:3,,,,,,,,,,,,,,,,,False,origin unreadable
v2.1_lower_body_latest,v2.1_lower_body_latest:1,Rigid 520,as_built,rigid,protections:1+hip_pitch_motor(Mirror):1,Robstride 03 - no back cover:2+3_1_02_090_0073_ASM_1_1_ASM:1+PBC:1,,,,,,,,,,,,,,,,,False,origin unreadable
HL-3608_ASM_121_ASM,dovetail_umi_gripper:1+FEETECH_HL_3915_Servo_Motor:1+HL-3608_ASM_121_ASM:1,Revolute 2,as_built,revolute,HL-3608_ASM_121_ASM:1+WJ-BB00-0235_HORN_22:1,HL-3608_ASM_121_ASM:1+DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1+WJ-WK00-0412-TOPCABINET_74:1,,,,0.0,0.0,1.0,,,0.0,rad,,,0.0,,,,False,origin unreadable
double_helix_pinion_16teeth_6mm,dovetail_umi_gripper:1+double_helix_pinion_16teeth_6mm:1,Rigid 3,joint,rigid,,,,,,,,,,,,,,,,,,,False,origin unreadable
double_helix_pinion_16teeth_6mm,dovetail_umi_gripper:1+double_helix_pinion_16teeth_6mm:1,Rigid 4,joint,rigid,Component9:1,,-0.0,0.0,-0.0,,,,,,,,,,,,,,False,
base,dovetail_umi_gripper:1+base:1,Rigid 1,joint,rigid,base:1+apriltag_holder:1,base:1,-18.925,6.0,12.5,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 1,joint,rigid,FEETECH_HL_3915_Servo_Motor:1+HL-3608_ASM_121_ASM:1+DC15_A01_DUMMY_ASSY_IDLE_ASM_9__ASM:1+WJ-WK00-414-BOTTOMCASE_48:1,,-0.0,0.0,0.0,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 2,joint,rigid,double_helix_pinion_16teeth_6mm:1+Component9:1,FEETECH_HL_3915_Servo_Motor:1+HL-3608_ASM_121_ASM:1+WJ-BB00-0235_HORN_22:1,23.275,7.5,-10.0,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Slider 11,joint,slider,rail:1,,13.873,42.5,5.006,0.0,-1.0,0.0,-5.55,4.0,-5.55,cm,,,,-55.5,40.0,-55.5,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 32,joint,rigid,custom_umi_gripper v6:1,rail:1,37.273,-5.25,-9.999,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Slider 33,joint,slider,rail:5,,13.873,-28.534,-25.006,0.0,1.0,0.0,,,-1.903394,cm,,,,,,-19.034,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 34,joint,rigid,custom_umi_gripper v6:3,rail:5,37.173,19.166,-10.001,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 37,joint,rigid,CNC_arm13_x2_RS05_shaft_coupler:1,,-31.925,6.0,-10.0,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 38,joint,rigid,buck_converter_48_to_12:1,,-2.272,-38.5,-18.0,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 44,joint,rigid,wareshare_st_servo_controller v7:1+Board:1,base:1,-1.272,41.0,-15.5,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 45,joint,rigid,double_helix_rack_30teeth_6mm v2:1+Component115:1,rail:1,,,,,,,,,,,,,,,,,False,origin unreadable
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 46,joint,rigid,apriltag:1,rail:1,43.446,-10.083,8.001,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 47,joint,rigid,apriltag:4,rail:1,44.605,-10.031,-27.999,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 48,joint,rigid,apriltag:2,rail:5,44.605,23.997,7.999,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 49,joint,rigid,apriltag:3,rail:5,43.446,24.049,-28.001,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 51,joint,rigid,apriltag_holder:2,base:1,-18.925,6.0,-32.5,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 52,joint,rigid,apriltag:8,apriltag_holder:2,-4.743,-5.0,-33.5,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 53,joint,rigid,apriltag:5,apriltag_holder:2,-4.743,17.0,-33.5,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 54,joint,rigid,apriltag:7,base:1+apriltag_holder:1,-4.743,-5.0,13.5,,,,,,,,,,,,,,False,
dovetail_umi_gripper,dovetail_umi_gripper:1,Rigid 55,joint,rigid,apriltag:6,base:1+apriltag_holder:1,-4.743,17.0,13.5,,,,,,,,,,,,,,False,
schematics,000_left_arm_long_wrist_latest:1+schematics:2,Rigid 1,joint,rigid,schematics:2+robstride03_cross_section:1,schematics:2,,,,,,,,,,,,,,,,,False,origin unreadable
schematics,000_left_arm_long_wrist_latest:1+schematics:2,Rigid 2,joint,rigid,schematics:2+robstride06_cross_section:1,schematics:2,,,,,,,,,,,,,,,,,False,origin unreadable
schematics,000_left_arm_long_wrist_latest:1+schematics:2,Rigid 3,joint,rigid,schematics:2+robstride02_sketch:1,schematics:2,,,,,,,,,,,,,,,,,False,origin unreadable
schematics,000_left_arm_long_wrist_latest:1+schematics:2,Rigid 4,joint,rigid,schematics:2+robstride02_sketch:2,schematics:2,,,,,,,,,,,,,,,,,False,origin unreadable
schematics,000_left_arm_long_wrist_latest:1+schematics:2,Rigid 5,joint,rigid,schematics:2+robstride02_sketch:3,schematics:2,,,,,,,,,,,,,,,,,False,origin unreadable
3_1_02_067_0020_ASM_1_ASM.stp,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1,Revolute 1,joint,revolute,shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+shaft 1_1_02_EB671-502_1.stp:1,shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_06_EB673-516_1.stp:1,,,,-0.0,1.0,-0.0,,,-0.872665,rad,,,-50.0,,,,False,origin unreadable
robstride_02-No_back_cover,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1,Rigid 3,joint,rigid,shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1,shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
robstride_02-No_back_cover,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1,Rigid 4,joint,rigid,shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1,shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
robstride_02-No_back_cover,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1,Rigid 3,joint,rigid,shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_04_EB672-503_1.stp:1,shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1,,,,,,,,,,,,,,,,,False,origin unreadable
robstride_02-No_back_cover,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1,Rigid 4,joint,rigid,shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+Component21:1,shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1,,,,,,,,,,,,,,,,,False,origin unreadable
shoulder_roll:shoulder_yaw,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2,Rigid 5,joint,rigid,shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1,shoulder_roll:shoulder_yaw:2,,,,,,,,,,,,,,,,,False,origin unreadable
shoulder_roll:shoulder_yaw,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2,Rigid 21,joint,rigid,shoulder_roll:shoulder_yaw:2+CNC_arm10_x4_r03_back_cover:1,shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_04_EB672-503_1.stp:1,,,,,,,,,,,,,,,,,False,origin unreadable
shoulder_roll:shoulder_yaw,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2,Rigid 20,joint,rigid,shoulder_roll:shoulder_yaw:2+CNC_arm03_x2_shoulder_roll_output_shaft:1,shoulder_roll:shoulder_yaw:2+CNC_arm04_x4_shoulder_elbow_support_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
3DP_arm06_x4_RS02_shaft_coupler,000_left_arm_long_wrist_latest:1+shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1,Rigid 1,joint,rigid,shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:1,shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
3DP_arm06_x4_RS02_shaft_coupler,000_left_arm_long_wrist_latest:1+shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1,Rigid 2,joint,rigid,shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:2,shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
3DP_arm06_x4_RS02_shaft_coupler,000_left_arm_long_wrist_latest:1+shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1,Rigid 3,joint,rigid,shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:3,shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
3DP_arm06_x4_RS02_shaft_coupler,000_left_arm_long_wrist_latest:1+shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1,Rigid 4,joint,rigid,shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:4,shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
3DP_arm06_x4_RS02_shaft_coupler,000_left_arm_long_wrist_latest:1+shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1,Rigid 5,joint,rigid,shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:5,shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
3DP_arm06_x4_RS02_shaft_coupler,000_left_arm_long_wrist_latest:1+shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1,Rigid 6,joint,rigid,shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:6,shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
shoulder_yaw:elbow,000_left_arm_long_wrist_latest:1+shoulder_yaw:elbow:2,Rigid 1,joint,rigid,shoulder_yaw:elbow:2+CNC_arm07_x2_elbow_front_bearing_retainer:1,shoulder_yaw:elbow:2+CNC_arm08_x2_elbow_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
shoulder_yaw:elbow,000_left_arm_long_wrist_latest:1+shoulder_yaw:elbow:2,Rigid 2,joint,rigid,shoulder_yaw:elbow:2+CNC_arm07_x2_elbow_front_bearing_retainer:1,shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
elbow:wrist_roll,000_left_arm_long_wrist_latest:1+elbow:wrist_roll:2,Rigid 7,joint,rigid,elbow:wrist_roll:2+CNC_arm10_x4_r03_back_cover:2,elbow:wrist_roll:2+CNC_arm09_x2_elbow_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
elbow:wrist_roll,000_left_arm_long_wrist_latest:1+elbow:wrist_roll:2,Rigid 8,joint,rigid,elbow:wrist_roll:2+CNC_arm10_x4_r03_back_cover:2,elbow:wrist_roll:2+CNC_arm04_x4_shoulder_elbow_support_shaft:2,,,,,,,,,,,,,,,,,False,origin unreadable
bearing_35x44x5_6707_1.6kN_15g,000_left_arm_long_wrist_latest:1+bearings:2+bearing_35x44x5_6707_1.6kN_15g:2,Rigid 1,joint,rigid,bearings:2+bearing_35x44x5_6707_1.6kN_15g:2+half-bearing_35x44x5_6707_1.6kN_15g:1,bearings:2+bearing_35x44x5_6707_1.6kN_15g:2,,,,,,,,,,,,,,,,,False,origin unreadable
BACK_COVER1_1_06_EB903-538_1,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1,Rigid 11,joint,rigid,Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1+1_2_05_020108_1_1:1,Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1,,,,,,,,,,,,,,,,,False,origin unreadable
BACK_COVER1_1_06_EB903-538_1,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1,Rigid 10,joint,rigid,Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1+1_2_05_020108_1_1:2,Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1,,,,,,,,,,,,,,,,,False,origin unreadable
BACK_COVER1_1_06_EB903-538_1,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1,Rigid 13,joint,rigid,Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1+1_2_05_020108_1_1:3,Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1,,,,,,,,,,,,,,,,,False,origin unreadable
