part_id,rev,kind,format,path,bytes,sha256
body-latest,01,modules,STEP,files/modules/body-latest_rev01.step,48940920,21ca5cbd159bfb2fb95d2d060804432726397a5781ec0a28e9ea0f60e9285c5b
can-isolated,01,modules,STEP,files/modules/can-isolated_rev01.step,59704,c253316de8e2f6226b59ba3f8bb6643bd328d5177b8a623a9b1804ea3ed1d970
cnc-leg18-x2-foot-plate,01,modules,STEP,files/modules/cnc-leg18-x2-foot-plate_rev01.step,1771963,e4742fda4f327766abe5d5b26ef8b500289ee8dddc299f36a155bb9378679980
double-helix-pinion-16teeth-6mm,01,modules,STEP,files/modules/double-helix-pinion-16teeth-6mm_rev01.step,3418443,b61fc82f1616162a37b4b5f6189cdf9f3d10ef1c0fd466e168fa908e6849b314
double-helix-rack-30teeth-6mm,01,modules,STEP,files/modules/double-helix-rack-30teeth-6mm_rev01.step,4991,77257f60ee89a58b765335083a8d5ba8c4a92c1ad2c51a8da9bf62c7e596ec79
dovetail-umi-gripper,01,modules,STEP,files/modules/dovetail-umi-gripper_rev01.step,21493649,34f7d7245a6a3d8d1cc790b416fd841da6d3235ba37eccdc107212aa57d45111
elbow-motor-protection-2,01,modules,STEP,files/modules/elbow-motor-protection-2_rev01.step,950162,05b4c526e49d2cbebd9a41d331c6fb79025624b400fcccb2f6dbe16ac1aff130
elbow-motor-protection,01,modules,STEP,files/modules/elbow-motor-protection_rev01.step,950288,33d44a1c78219d252610144f4217ab8016a5ebeea27e1472ed29565c5e93f74d
elbow-shaft-2,01,modules,STEP,files/modules/elbow-shaft-2_rev01.step,101339,04f480a048a328d2d44b052a6c0b9b4eeeb6dbb5e1ae119e0a7aa6de100a54af
elbow-shaft,01,modules,STEP,files/modules/elbow-shaft_rev01.step,101775,f760727f63404b7b38f78a19444e914d2ad1de3d7708d82c945fa0f0eec32c20
elbow-wrist-roll-2,01,modules,STEP,files/modules/elbow-wrist-roll-2_rev01.step,2226368,c790afba23e88390398a3d5f717f03098d54bd2d4f76c49b4fade89f3c3af578
elbow-wrist-roll,01,modules,STEP,files/modules/elbow-wrist-roll_rev01.step,2226724,c9f06deac3430f73b0b2659046498598bd711322a453e575ed4859e8d333edd2
feetech-hl-3915-servo-motor,01,modules,STEP,files/modules/feetech-hl-3915-servo-motor_rev01.step,7749112,1049c8e82022fb7605a773c1c62cc90ab5db0350f3cc32de4a91444f78d9a854
foot-assembly,01,modules,STEP,files/modules/foot-assembly_rev01.step,5523531,031d1fa315bc366d85a3b5e1aef14df4c39d5f5f82f5fdc3b570ff96590290a0
gimbal-arm-1,01,modules,STEP,files/modules/gimbal-arm-1_rev01.step,538448,51ae088e05e31fdbedb6f0d9bad931d11db4cdecc1968d28db184348425c4e32
gimbal-arm,01,modules,STEP,files/modules/gimbal-arm_rev01.step,538392,59db97abcee476c809f31ea081fb0a9e6916dae44e7603af3ff9e97dfbddb548
hip-center,01,modules,STEP,files/modules/hip-center_rev01.step,2821448,3d4faa67ce666d2b581be167d3024016233dcddda40053610e692731c98a0fcd
hip-pitch-hip-roll-l,01,modules,STEP,files/modules/hip-pitch-hip-roll-l_rev01.step,3702231,ba6e1f4de6bbfb48c2ecd10bce89f7cd1cde22856422ec5f1f15764351a6bdfd
hip-pitch-hip-roll-r,01,modules,STEP,files/modules/hip-pitch-hip-roll-r_rev01.step,3702704,1f3c069dbeed405b037a3e3513dc2c805c24946447e38a835683be54b7429af7
hip-pitch-motor-mirror,01,modules,STEP,files/modules/hip-pitch-motor-mirror_rev01.step,2475669,1e535e4a8b7e72fe054867be7925a8dc0295bb8f6f1feaa0d465b2fb851a74d1
hip-pitch-motor,01,modules,STEP,files/modules/hip-pitch-motor_rev01.step,2478816,e58f14926868d3d9701d57fa0b8248c7313c8fd8e24a5566bf7313ecdb3db407
hip-roll-hip-yaw-l,01,modules,STEP,files/modules/hip-roll-hip-yaw-l_rev01.step,2850472,78d81ec6256b67db1cf1c24c13e863e82f263404738e237d88b8773e3588e437
hip-roll-hip-yaw-r,01,modules,STEP,files/modules/hip-roll-hip-yaw-r_rev01.step,2851101,e37ae261859cc089228cbd861f66a23078e350a2ae5686daa2160909bff98687
hip-roll-motor,01,modules,STEP,files/modules/hip-roll-motor_rev01.step,1647647,afd7cf2c0274ea0577c398cdcd958143558ef2a6895d7f819836ceb077559fdf
imu-syd-dynamics-tm171,01,modules,STEP,files/modules/imu-syd-dynamics-tm171_rev01.step,60244,a6d18e1f51000cf4ca372c8bf15bd78045126701ebb656bf1c205290bd20b16b
intelrealsense-d435-multibody-v9-1,01,modules,STEP,files/modules/intelrealsense-d435-multibody-v9-1_rev01.step,1168756,4d26d6e3e89b186030747aaf2b1675ae06bfbebe5ba5ca4a086d695cd74d4879
intelrealsense-d435-multibody,01,modules,STEP,files/modules/intelrealsense-d435-multibody_rev01.step,1168609,118cfc26e68a8adca929a90ed6033c80838fb19d49eb1d1389a911197843868a
knee-assembly,01,modules,STEP,files/modules/knee-assembly_rev01.step,3706082,822ab7e74f0f47aeee5e3d89ddfc6d500d3bfad50e924de50e14acd47ec83496
knee-motor-protection,01,modules,STEP,files/modules/knee-motor-protection_rev01.step,1275096,d454e7c2395a1098e1b48eae7307643dfae2629ee9692ca3d1a3981deb4d935b
power-block-casing,01,modules,STEP,files/modules/power-block-casing_rev01.step,169225,3ef9568bcb5e46255b69b327366f8fb1f866fa959154cef08e79a7b47d1550c1
robstride-02-no-back-cover-2,01,modules,STEP,files/modules/robstride-02-no-back-cover-2_rev01.step,1622605,82c8aa9779d3850949fbffb2d940be2b006917dacfc1f6f989f09808afc3f7aa
robstride-02-no-back-cover,01,modules,STEP,files/modules/robstride-02-no-back-cover_rev01.step,1624745,d1d5701768cd862547384dce5b4ed50fe7356dba7a3e189e3f7757454f2bbfad
robstride-03-full,01,modules,STEP,files/modules/robstride-03-full_rev01.step,3396393,4eaf2b0fdcda70f5d1efa1bc1249448b7ead8443ac6deb4b0312b01f29806070
robstride-03-no-back-cover,01,modules,STEP,files/modules/robstride-03-no-back-cover_rev01.step,1320874,242310177ecbca497a7ac30536c1a76f13f2546ce77641b2b8c430342c4ee4d3
robstride-06-no-back-cover-2,01,modules,STEP,files/modules/robstride-06-no-back-cover-2_rev01.step,897820,b97e5f7751a9420d07c1a85cadd8242149d9ba157ebc6e74d2ebb0ff48abfaf2
robstride-06-no-back-cover,01,modules,STEP,files/modules/robstride-06-no-back-cover_rev01.step,897990,af52a47e319f128c9d6b40ca3de94692ab6cc66b23809c2baa2de60822ba6a4f
robstride00,01,modules,STEP,files/modules/robstride00_rev01.step,5521124,db85f1b5cc9b61a3ad869e23066929fdf7ba72ecf672e411a872d94f89726192
robstride04,01,modules,STEP,files/modules/robstride04_rev01.step,9970414,b3facb87918eb1e6e2b93ac291f394f310d2838bc89946c1ef90ccd28ab1ec70
robstride05-v16-1-1,01,modules,STEP,files/modules/robstride05-v16-1-1_rev01.step,4585707,0d0320308f09e6ca4a58ead2119a0a361aaabcaaebcdbaac6ea4ab11e9b3c47a
robstride05-v16-1,01,modules,STEP,files/modules/robstride05-v16-1_rev01.step,4584400,4f711eaafca5d02b297732e8c70c7c3949dbf1e3ebe1e5e588380eb839d8853e
robstride05-v16-2-1,01,modules,STEP,files/modules/robstride05-v16-2-1_rev01.step,4586548,f5f271f56de7cee7b113fcb436b61d79fad44a6c03863b90cf6a1d23712ee54e
robstride05-v16-2,01,modules,STEP,files/modules/robstride05-v16-2_rev01.step,4585309,e6d46970833c6ff064ac65a5ca7812672406477f4f6727fd51b532a61630dfd2
shanks,01,modules,STEP,files/modules/shanks_rev01.step,3070411,eef09f4cdb745fda98fd85e73f39e212ea2c4cbd7cba955d675fa91fa615fd0c
shoulder-pitch-protection-2,01,modules,STEP,files/modules/shoulder-pitch-protection-2_rev01.step,1048161,f47279a9c59d7a7851fb47a1322e4727d7a67a95f6d9280253eeaa0b34743edf
shoulder-pitch-protection,01,modules,STEP,files/modules/shoulder-pitch-protection_rev01.step,1048153,9f721dec72477887a52a1dcd62a8f0beb45b604ff91bc2b48d576a434c006be9
shoulder-pitch-shoulder-roll-2,01,modules,STEP,files/modules/shoulder-pitch-shoulder-roll-2_rev01.step,2390277,028328b175b5be14ad8ec2988810864212225728eaa70d62e9710e4266662947
shoulder-pitch-shoulder-roll,01,modules,STEP,files/modules/shoulder-pitch-shoulder-roll_rev01.step,2391113,6a34339dca3774193c35e97f7aa0ea5c184faf47be3a0fe83d3c1e739207b92f
shoulder-roll-shaft-2,01,modules,STEP,files/modules/shoulder-roll-shaft-2_rev01.step,122808,66f61f092e8c56cab5ba350a2c50d73e2bf1eb4d5ebcc126dd5691a7c1629094
shoulder-roll-shaft,01,modules,STEP,files/modules/shoulder-roll-shaft_rev01.step,123278,e791fc40a45c241b074a4c792b7cbd67aeffa119d5fb91f226c31b7de76943d6
shoulder-roll-shoulder-yaw-2,01,modules,STEP,files/modules/shoulder-roll-shoulder-yaw-2_rev01.step,4040304,01b305f8519658e1a3373f6297e880ed9ace8bc08d1c8d3a88d582023cc929ce
shoulder-roll-shoulder-yaw,01,modules,STEP,files/modules/shoulder-roll-shoulder-yaw_rev01.step,4040284,e1531eeb2ecd1aeb7e8a946df1a881d35b448562fe6d078133f820bd51081dc5
shoulder-yaw-elbow-2,01,modules,STEP,files/modules/shoulder-yaw-elbow-2_rev01.step,2298739,8db56d7edb71f6127a21ae427dddd25a06e82195c511e1d2b093326ac6316760
shoulder-yaw-elbow,01,modules,STEP,files/modules/shoulder-yaw-elbow_rev01.step,2299173,7e38b2d5eefbe3a1ba11827e0e2e22c1908f167c1c1941ec72bf5da13ff100d4
shoulder-yaw-protection-2,01,modules,STEP,files/modules/shoulder-yaw-protection-2_rev01.step,1464580,8aa9b6babd4d7d4648993861834dcf7965e3828e65c6840dfc79aed90aedef98
shoulder-yaw-protection,01,modules,STEP,files/modules/shoulder-yaw-protection_rev01.step,1465019,654cc4dc17a7af4a46ad2a6b8c845b1d5ebcff039f3f7a2950f127a4c26cdfb8
twincities-v2-nolock-1,01,modules,STEP,files/modules/twincities-v2-nolock-1_rev01.step,11959395,34cb51cbb1dfdc65cafa2238bf1246d12c542262afe7965ecfbd1601ab72621d
twincities-v2-nolock,01,modules,STEP,files/modules/twincities-v2-nolock_rev01.step,11955559,432d962f74152836909446e0cf44f85b8eaa110525eedce7108b14aa72b49a2a
v2-1-lower-body-latest,01,modules,STEP,files/modules/v2-1-lower-body-latest_rev01.step,73532493,00f8cd21888de9e11169d4131fc865dd5e9faa089e9a249ad8e03ecdb4ee8dbe
v2-1-lower-leg-l-copy,01,modules,STEP,files/modules/v2-1-lower-leg-l-copy_rev01.step,37235838,30b59bc8ece6fb25429d51cd6f8242de0bc1aa989f3d0765c85a855459dc4000
v2-1-lower-leg-r,01,modules,STEP,files/modules/v2-1-lower-leg-r_rev01.step,38207368,dd6ed1a00a88b1659530f8a82f28b0494ec0c6732cca0b0dc10ff83debfd23c7
vention-usb-hub,01,modules,STEP,files/modules/vention-usb-hub_rev01.step,69904,33dd04167e5947f0a0f7ee8d2f719788b31a9c953778ea34aa6edbba6085afda
wareshare-st-servo-controller,01,modules,STEP,files/modules/wareshare-st-servo-controller_rev01.step,8736949,c6bca5d9d8c86d48a03e6ba15c2b90d9a23f166db736e63458002fdbf74aa69b
wrist-3-left,01,modules,STEP,files/modules/wrist-3-left_rev01.step,5169240,138ed3ed8acc8a76c73fc6c565a9b872bb1b1611927cc4fac1fb5e4fa20eab83
150A_relay,,vendor,STEP,files/vendor/150A_relay.step,39045,ed839be57204b42d6986d9651e2846838738d6ba0b852cd244546a998a4cd688
1_1_02_EB1201-501_1_1_1,,vendor,STEP,files/vendor/1_1_02_EB1201-501_1_1_1.step,306839,0dac5012956f55dc045c69392f7b119bf4545761e61897d91ecba7dbb789805f
1_1_02_EB461-502_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE,,vendor,STEP,files/vendor/1_1_02_EB461-502_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE.step,175950,de3a8a5f085a22234e4c0f2527e179ef600da66bfc3e77b243310b735b0f2ec5
1_1_02_EB461-502_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1,,vendor,STEP,files/vendor/1_1_02_EB461-502_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1.step,178235,18852bf239302256b2c879cf3f5cae2622fdcdde702cf27f2815a6fa6806c262
1_1_02_EB461-502_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,,vendor,STEP,files/vendor/1_1_02_EB461-502_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1.step,178257,d9e0ddd8d817acc5fafb9fc615d53f7485245b58048c3eca144b3b1e5913257c
1_1_02_EB461-502_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,,vendor,STEP,files/vendor/1_1_02_EB461-502_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2.step,178235,b6d62fb9c60d92dc68fa4f88f1b4cd64460e31b4fb324115c1726314b09c46e2
1_1_02_EB461-502_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2_1,,vendor,STEP,files/vendor/1_1_02_EB461-502_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2_1.step,178257,756887c4b0097be23a29d19caaa1a7a129da5a011add87a34060f88aa92d0d90
1_1_02_EB571-960.stp,,vendor,STEP,files/vendor/1_1_02_EB571-960.stp.step,195552,ff8f19815419559d409fd235cde095e91c67067d63e9cb3089851bf07729783f
1_1_02_EB901-547_1_rotor,,vendor,STEP,files/vendor/1_1_02_EB901-547_1_rotor.step,150758,d2921d857858d28e46a4956d057aabe73149f42da6ffd3b1c2fefb5078a2e2d7
1_1_02_EB901-547_1_rotor~2,,vendor,STEP,files/vendor/1_1_02_EB901-547_1_rotor~2.step,150760,897bc2327ed92b0300763ac556c9f54e7e7d6f57b7e4580e7b3d99c5ec8d16c7
1_1_04_EB572-5105.stp,,vendor,STEP,files/vendor/1_1_04_EB572-5105.stp.step,320903,faaf658cd342603eaeb8403b462c787a22e80bd011c74194bb5f94bf4cb9614e
1_1_04_EB672-503_1.stp,,vendor,STEP,files/vendor/1_1_04_EB672-503_1.stp.step,168437,da4e9022ca15f37cca6ff36486002632c0c63650467376261a688e866874a725
1_1_04_EB672-503_1.stp~2,,vendor,STEP,files/vendor/1_1_04_EB672-503_1.stp~2.step,168439,17bc3abdcffbe871d71cbb5e774cf9c7abaefb06da57d9360810531177b74a7d
1_1_06_EB1203-503_1_1_1,,vendor,STEP,files/vendor/1_1_06_EB1203-503_1_1_1.step,824125,60431e0c06f95004e6b2b3b26c301e909212b7fca7112647fa4dfe10ecfa59d5
1_1_06_EB463-507_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE,,vendor,STEP,files/vendor/1_1_06_EB463-507_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE.step,190483,68ed39b561b5f1fa059f079d3caed795d4cc0a206f70ad685458f043da3872b1
1_1_06_EB463-507_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1,,vendor,STEP,files/vendor/1_1_06_EB463-507_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1.step,191162,8a853f5785a334a05f48eb432d575aa9cef9cae23975528574d63021015ddac1
1_1_06_EB463-507_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,,vendor,STEP,files/vendor/1_1_06_EB463-507_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1.step,191184,f992f125f196a539af336fe45d667cd98470ee0ca581fd83d8f3474750fcfddc
1_1_06_EB463-507_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,,vendor,STEP,files/vendor/1_1_06_EB463-507_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2.step,191162,e9976bc3b0a682d777e7a88d5154479ba92b1849f4fb015598bd44e79cc7fb1b
1_1_06_EB463-507_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2_1,,vendor,STEP,files/vendor/1_1_06_EB463-507_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2_1.step,191184,87401d965d5b9d66fd4f81c806fe487564b4822f880d963f761f253bb7a69560
1_1_06_EB463-509_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE,,vendor,STEP,files/vendor/1_1_06_EB463-509_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE.step,162859,9fa53f6c41904956a233cf3628e25753c79fdb8efa1ae657601d110d30d09ab4
1_1_06_EB463-509_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1,,vendor,STEP,files/vendor/1_1_06_EB463-509_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1.step,163713,2b48a52d75bd5e26882eec867791cbe76ee56f5743c41112c0ed0bb9e4c1fa9d
1_1_06_EB463-509_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,,vendor,STEP,files/vendor/1_1_06_EB463-509_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1.step,163735,1a29ca88152e2e08eba7f2f5f420c12f39cd55d2a01b572871edb61be40e91bf
1_1_06_EB463-509_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,,vendor,STEP,files/vendor/1_1_06_EB463-509_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2.step,163713,e89deb9ed373913121a417239ac87192223360d5f950a0db04c90ec84f26c9af
1_1_06_EB463-509_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2_1,,vendor,STEP,files/vendor/1_1_06_EB463-509_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2_1.step,163735,f71e4a0781d7d71b08fca763db84e27b527feeda9992245ca90fdc537db62b22
1_1_06_EB573-643.stp,,vendor,STEP,files/vendor/1_1_06_EB573-643.stp.step,256329,3d1a9f716892429b7894e68268c4e0e23c0de42c2747b67b57bcf8b17857ad40
1_1_06_EB673-516_1.stp,,vendor,STEP,files/vendor/1_1_06_EB673-516_1.stp.step,446949,05f66c24f834b92ef4dd62dd99d636d33bd26216d0a72aa72f9f4d6bfdbe1132
1_1_06_EB673-516_1.stp~2,,vendor,STEP,files/vendor/1_1_06_EB673-516_1.stp~2.step,446951,d7d777dac119e244a5a025d005572a658d769657acd389d217403cf9b0d3f368
1_1_06_EB823-507_AF0_1_1_06_EB823-509_ASM_FL82BLW33-48V-35N.m_1__FL82BLW33-48V-3-5a39aa41,,vendor,STEP,files/vendor/1_1_06_EB823-507_AF0_1_1_06_EB823-509_ASM_FL82BLW33-48V-35N.m_1__FL82BLW33-48V-3-5a39aa41.step,178792,de78a6f59733c3c085242341fba321a8ae814b293d0e89651bfdf7bc2b77b592
1_1_06_EB823-507_AF0_1_1_06_EB823-509_ASM_FL82BLW33-48V-35N.m_1__FL82BLW33-48V-3-fb6ac8c9,,vendor,STEP,files/vendor/1_1_06_EB823-507_AF0_1_1_06_EB823-509_ASM_FL82BLW33-48V-35N.m_1__FL82BLW33-48V-3-fb6ac8c9.step,178813,4c64d3a06dbe76a5b3adbd449d1ddbd51b61b0401f52e2127fde86a8628ffa62
1_1_06_EB903-537_1_1,,vendor,STEP,files/vendor/1_1_06_EB903-537_1_1.step,185447,da061a1c8f4e09dd4b3a66e3623048bed41094ddb98fb00111d000b62a25cc4c
1_1_06_EB903-537_1_1~2,,vendor,STEP,files/vendor/1_1_06_EB903-537_1_1~2.step,185449,28a7302fedc7fc726068f54db635d4e9a7c0ac5a516f4acb857666055b5cdb1a
1_1_31_EB1203-505_1_1_1,,vendor,STEP,files/vendor/1_1_31_EB1203-505_1_1_1.step,52304,bf097488468aada653eebde91f9b07f16d9d7c8f882a8f2d87f089b8011bd2f9
1_1_31_EB463-510_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE,,vendor,STEP,files/vendor/1_1_31_EB463-510_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE.step,96650,23897fcc3ae863e8307a750ec0fb0e3bbb4fa68473bbe9fa07778104537a9d6f
1_1_31_EB463-510_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1,,vendor,STEP,files/vendor/1_1_31_EB463-510_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1.step,97255,2282e63dbfd4fc736ac8f27a62019940164ab4118f91076324dad208d590e6fe
1_1_31_EB463-510_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,,vendor,STEP,files/vendor/1_1_31_EB463-510_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1.step,97277,39de1fb30d356fef33b89a7958ffc1982b15f5e418153aba259425fe02d94a36
1_1_31_EB463-510_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,,vendor,STEP,files/vendor/1_1_31_EB463-510_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2.step,97255,3123175d72b4e7c219e1ff8125d06d2160f7b78d9e99744ddb391bdc4113ae7a
1_1_31_EB463-510_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2_1,,vendor,STEP,files/vendor/1_1_31_EB463-510_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2_1.step,97277,1c37108c02ba77502f2863820e11422324ace3ace87b3720d578c1fb158cd957
1_1_31_QT-1040_FL82BLW33-48V-35N.m_1__FL82BLW33-48V-35N.m_1_.STEP,,vendor,STEP,files/vendor/1_1_31_QT-1040_FL82BLW33-48V-35N.m_1__FL82BLW33-48V-35N.m_1_.STEP.step,427959,c0237a8874a3735d234bb01d65a2df3e597cb21ade554d817ae02026bda22440
1_1_31_QT-1040_FL82BLW33-48V-35N.m_1__FL82BLW33-48V-35N.m_1_.STEP~2,,vendor,STEP,files/vendor/1_1_31_QT-1040_FL82BLW33-48V-35N.m_1__FL82BLW33-48V-35N.m_1_.STEP~2.step,427938,5cc49e50011db29b1a509c6a12e726a5a0b7e23312868ff403a738da9fca01f6
1_1_31_QT-942_1,,vendor,STEP,files/vendor/1_1_31_QT-942_1.step,306608,862ff826702a467ce0e25de5184369a8d91fcebc2aaa18ccac828f24df37bdc3
1_1_31_QT-942_1~2,,vendor,STEP,files/vendor/1_1_31_QT-942_1~2.step,306610,cd1ee294e53117db4c6ebb416336c4f4f4f5493f99e21cab1b7f7a9c4d02c1a3
1_21_121000046___61810_50__1_1,,vendor,STEP,files/vendor/1_21_121000046___61810_50__1_1.step,2151803,d7a43a2bcd5d21e1fa9656ec75f0574c6ae1eecd5ca55480e6df442571dd3f4e
1_21_121000047___7_1_1_1,,vendor,STEP,files/vendor/1_21_121000047___7_1_1_1.step,327485,8ff08c674161ef53fa677f4a602cb92eca9897eb04131e78f669bdd06ead8040
1_2_04_618030_1_1_1,,vendor,STEP,files/vendor/1_2_04_618030_1_1_1.step,875107,47626bea78da593630fbef3937d7a6e40089f1c5f72dc6eb8523d526b486f55f
1_2_04_635000_1_1,,vendor,STEP,files/vendor/1_2_04_635000_1_1.step,399934,57ae4518a8d5d4d1ac98ec94e272eee8b15c4b227cd12f5e6a07a144e5a6af9d
1_2_04_635000_1_1~2,,vendor,STEP,files/vendor/1_2_04_635000_1_1~2.step,399936,f44cbf2c40b3b61dc0ca4fbe7b8b8836c26bcba46aad53d1d8cbb83dcfe5d25b
1_2_04_670601_1.stp,,vendor,STEP,files/vendor/1_2_04_670601_1.stp.step,13839,f855b1a56c9a76072e4905587c696d4e43c85f7a581069e241207b82118d8257
1_2_04_670601_1.stp~2,,vendor,STEP,files/vendor/1_2_04_670601_1.stp~2.step,13841,6169537f664c41e45bc27a751cfb6708a98aec18e33a8e389e0f50137efb87c6
1_2_04_680902_1_1,,vendor,STEP,files/vendor/1_2_04_680902_1_1.step,14275,de69dfd74b1ce7c556f9cb96488ae6c695a4636b59cea9d355f6ee165b1bc22a
1_2_04_680902_1_1~2,,vendor,STEP,files/vendor/1_2_04_680902_1_1~2.step,14277,0d525ffc0cbdbc2ccc489fc9782341f3bb462fc8189788c06704abf7fb6cdaff
1_2_16_001425_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE,,vendor,STEP,files/vendor/1_2_16_001425_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE.step,338401,05ea9eed1047a88025da1e7c361af98a03c7a2abf179897670494f6a5aaf9683
1_2_16_001425_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1,,vendor,STEP,files/vendor/1_2_16_001425_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1.step,339967,2373ee68768c706873268466bb97a802ae84d4a43b029a741e457797865b065a
1_2_16_001425_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,,vendor,STEP,files/vendor/1_2_16_001425_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1.step,339991,7ae51f8fb32132f43410460f8807f6bd00e777bedbf213e49bd205b282bc27b9
1_2_16_001425_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2,,vendor,STEP,files/vendor/1_2_16_001425_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2.step,339967,7274ae94f2621f848e462c143128a87764504d863c4cccdba8dc5d3b29165f50
1_2_16_001425_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2_1,,vendor,STEP,files/vendor/1_2_16_001425_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_2_1.step,339991,5e070bf88272246e6a70eaebc5c6bc0adbedf72d5465c96b9c3450271ae15e70
1_3_03_000357_1_1,,vendor,STEP,files/vendor/1_3_03_000357_1_1.step,11819,25c9c7422090d7b4097a2a410576c29b5ab9469ac247c4ccedccf4638363940a
1_3_03_000357_1_1~2,,vendor,STEP,files/vendor/1_3_03_000357_1_1~2.step,11821,7103f2df029ce9b6b5ea4d5541de8205681b6d25dc13962f43cdea8b880a3680
ankle_top_cover,,vendor,STEP,files/vendor/ankle_top_cover.step,2772,05cf9ccaaf83a1082d0c157fc34d862c550e45aa2338f9fef635ee4cc494bcc2
BACK_COVER1_1_06_EB903-538_1,,vendor,STEP,files/vendor/BACK_COVER1_1_06_EB903-538_1.step,2047338,1d80133b5fdab902c85d68b9f4990d72d29d6fae75a983957d4311f67bc55413
BACK_COVER1_1_06_EB903-538_1~2,,vendor,STEP,files/vendor/BACK_COVER1_1_06_EB903-538_1~2.step,2047556,052469e4642a9c03489bd27cdf5cc3d6ac4c29234c42839d8626781b6425fb87
back_lid_1_1_06_EB573-642.stp,,vendor,STEP,files/vendor/back_lid_1_1_06_EB573-642.stp.step,150117,690c46a0dc1abe28b200b0b949b0e20f79e11b3da212bd8198e9f900ca83d299
battery_tester,,vendor,STEP,files/vendor/battery_tester.step,9125,840b73ed78ca78d0de75ff32813f92f8536dfa874f7142174b0b2e351d9b5653
battery_zeee_10000mah,,vendor,STEP,files/vendor/battery_zeee_10000mah.step,525788,4db3927ddd580bcf9db19d3fd34d186f814b3c3ee3e1942f0d6d8bcfd6fd2552
