path,fusion_name,file_name,visible,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15
body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+00MINI-_20250103_A0001_ASM_1_AS_ASM^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+00MINI-000_ASM_1_ASM_1_ASM^00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+6706__300001_1_1^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,6706__300001_1_1^00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),6706__300001_1_1_00MINI-000_ASM_1_ASM_1_ASM_00MINI-_20250103_A0001_ASM_1_AS_ASM_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,True,-0.000000,-1.000000,-0.000000,0.000000,-0.000000,-0.000000,1.000000,4.450000,-1.000000,0.000000,-0.000000,62.550000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+0001755652^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1,0001755652^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),0001755652_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,True,-0.000000,-1.000000,-0.000000,-0.475000,-0.000000,-0.000000,1.000000,4.100000,-1.000000,0.000000,-0.000000,61.727276,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+1_1_30_GR-2202_ASM^FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+1_1_30_GR-2202_ASM_1_ASM^1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):1+0001755652^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1):2,0001755652^1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE(2)_FL46BLW10-48V-5N.m-DE (1) (1),0001755652_1_1_30_GR-2202_ASM_1_ASM_1_1_30_GR-2202_ASM_FL46BLW10-48V-5N.m-DE_2__FL46BLW10-48V-5N.m-DE_1_1,True,-0.000000,-1.000000,-0.000000,0.950000,-0.000000,-0.000000,1.000000,4.100000,-1.000000,0.000000,-0.000000,62.550000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+robstride05 v16 (1) (1):1+Component59 (1):1,Component59 (1),Component59_1,True,0.000000,-1.000000,0.000000,0.000000,0.000000,-0.000000,-1.000000,4.300000,1.000000,0.000000,0.000000,62.550000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component31 (1):1,Component31 (1),Component31_1,False,-0.000000,0.000000,1.000000,2.500000,1.000000,0.000000,0.000000,6.500000,-0.000000,1.000000,-0.000000,66.200000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component32 (1):1,Component32 (1),Component32_1,True,-0.000000,0.000000,1.000000,2.500000,1.000000,0.000000,0.000000,6.500000,-0.000000,1.000000,-0.000000,66.200000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component33 (1):1,Component33 (1),Component33_1,True,-0.000000,0.000000,1.000000,2.500000,1.000000,0.000000,0.000000,6.500000,-0.000000,1.000000,-0.000000,66.200000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component34 (1):1,Component34 (1),Component34_1,True,-0.000000,0.000000,1.000000,2.500000,1.000000,0.000000,0.000000,6.500000,-0.000000,1.000000,-0.000000,66.200000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component35 (1):1,Component35 (1),Component35_1,True,-0.000000,0.000000,1.000000,2.500000,1.000000,0.000000,0.000000,6.500000,-0.000000,1.000000,-0.000000,66.200000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component36 (1):1,Component36 (1),Component36_1,True,-0.000000,0.000000,1.000000,2.500000,1.000000,0.000000,0.000000,6.500000,-0.000000,1.000000,-0.000000,66.200000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+Component37 (1):1,Component37 (1),Component37_1,True,-0.000000,0.000000,1.000000,2.500000,1.000000,0.000000,0.000000,6.500000,-0.000000,1.000000,-0.000000,66.200000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1+glass (1):1,glass (1),glass_1,True,-0.000000,0.000000,1.000000,2.500000,1.000000,0.000000,0.000000,6.500000,-0.000000,1.000000,-0.000000,66.200000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+IntelRealsense_D435_Multibody v9 (1):1,IntelRealsense_D435_Multibody v9 (1),IntelRealsense_D435_Multibody_v9_1,True,-0.000000,-0.000000,1.000000,2.500000,-1.000000,-0.000000,0.000000,6.500000,0.000000,-1.000000,-0.000000,66.200000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+gimbal_arm (1):1+Component92 (1):1,Component92 (1),Component92_1,True,-1.000000,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,-0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+gimbal_arm (1):1,gimbal_arm (1),gimbal_arm_1,True,-1.000000,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,-0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+U-joint_type_C_adapter v3 (1):1,U-joint_type_C_adapter v3 (1),U-joint_type_C_adapter_v3_1,True,-1.000000,0.000000,0.000000,0.670000,0.000000,0.000000,1.000000,2.229676,0.000000,1.000000,-0.000000,65.585000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+twincities_v2_nolock (1):1+bearing (1):1,bearing (1),bearing_1,True,-1.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,1.000000,8.900000,0.000000,1.000000,0.000000,62.550000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:1,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,-1.000000,-5.850000,0.000000,1.000000,0.000000,8.100000,1.000000,0.000000,0.000000,28.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:2,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,-1.000000,-5.850000,0.000000,1.000000,0.000000,-8.100000,1.000000,0.000000,0.000000,28.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:3,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,-1.000000,-5.850000,0.000000,1.000000,0.000000,-8.050000,1.000000,0.000000,0.000000,32.100000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:4,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,-1.000000,-5.850000,0.000000,1.000000,0.000000,8.050000,1.000000,0.000000,0.000000,32.100000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:5,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,-1.000000,-5.850000,0.000000,1.000000,0.000000,-8.100000,1.000000,0.000000,0.000000,24.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:6,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,-1.000000,-5.850000,0.000000,1.000000,0.000000,-8.100000,1.000000,0.000000,0.000000,16.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:7,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,-1.000000,-5.850000,0.000000,1.000000,0.000000,-8.100000,1.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:8,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,-1.000000,-5.850000,0.000000,1.000000,0.000000,-8.100000,1.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:9,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,-1.000000,-5.850000,0.000000,1.000000,0.000000,-8.100000,1.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:10,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,-1.000000,-5.850000,0.000000,1.000000,0.000000,8.100000,1.000000,0.000000,0.000000,16.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:11,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,-1.000000,-5.850000,0.000000,1.000000,0.000000,8.100000,1.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:12,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,-1.000000,-5.850000,0.000000,1.000000,0.000000,8.100000,1.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:13,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,-1.000000,-5.850000,0.000000,1.000000,0.000000,8.100000,1.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:14,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,-1.000000,-5.850000,0.000000,1.000000,0.000000,8.100000,1.000000,0.000000,0.000000,24.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:15,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,1.000000,5.850000,0.000000,-1.000000,0.000000,-8.050000,1.000000,0.000000,0.000000,32.100000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:16,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,1.000000,5.850000,0.000000,-1.000000,0.000000,-8.100000,1.000000,0.000000,0.000000,28.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:17,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,-0.000000,1.000000,5.850000,0.000000,-1.000000,-0.000000,8.100000,1.000000,0.000000,0.000000,28.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:18,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,-0.000000,1.000000,5.850000,0.000000,-1.000000,-0.000000,8.050000,1.000000,0.000000,0.000000,32.100000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:19,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,-0.000000,1.000000,5.850000,0.000000,-1.000000,-0.000000,8.100000,1.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:20,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,-0.000000,1.000000,5.850000,0.000000,-1.000000,-0.000000,8.100000,1.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:21,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,-0.000000,1.000000,5.850000,0.000000,-1.000000,-0.000000,8.100000,1.000000,0.000000,0.000000,16.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:22,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,-0.000000,1.000000,5.850000,0.000000,-1.000000,-0.000000,8.100000,1.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:23,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,1.000000,5.850000,0.000000,-1.000000,0.000000,-8.100000,1.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:24,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,1.000000,5.850000,0.000000,-1.000000,0.000000,-8.100000,1.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:25,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,1.000000,5.850000,0.000000,-1.000000,0.000000,-8.100000,1.000000,0.000000,0.000000,24.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:26,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,1.000000,5.850000,0.000000,-1.000000,0.000000,-8.100000,1.000000,0.000000,0.000000,16.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:27,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,0.000000,1.000000,5.850000,0.000000,-1.000000,0.000000,-8.100000,1.000000,0.000000,0.000000,8.000000,0.000000,0.000000,0.000000,1.000000
body_LATEST:1+Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain:28,Hexalobular Socket Pan Head Screw ISO 14583 - M3.5x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,0.000000,-0.000000,1.000000,5.850000,0.000000,-1.000000,-0.000000,8.100000,1.000000,0.000000,0.000000,24.000000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_06_EB903-534_ASM_1_1_ASM:1+1_1_06_EB903-537_1_1:1,1_1_06_EB903-537_1_1,1_1_06_EB903-537_1_1,True,1.000000,-0.000000,0.000000,0.000000,-0.000000,-1.000000,0.000000,-0.000000,0.000000,0.000000,-1.000000,0.140000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_04_680902_1_1:1,1_2_04_680902_1_1,1_2_04_680902_1_1,True,1.000000,-0.000000,0.000000,0.000000,-0.000000,-1.000000,0.000000,-0.000000,0.000000,0.000000,-1.000000,-2.460000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_04_635000_1_1:1,1_2_04_635000_1_1,1_2_04_635000_1_1,True,1.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-1.000000,-0.000000,0.000000,1.000000,0.000000,-3.130000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_3_03_000357_1_1:1,1_3_03_000357_1_1,1_3_03_000357_1_1,True,1.000000,-0.000000,0.000000,0.000000,-0.000000,-1.000000,0.000000,-0.000000,0.000000,0.000000,-1.000000,-3.160000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_02_EB901-547_1_rotor:1,1_1_02_EB901-547_1_rotor,1_1_02_EB901-547_1_rotor,True,0.500000,0.866025,0.000000,0.000000,-0.866025,0.500000,0.000000,-0.000000,0.000000,0.000000,1.000000,-3.610000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_06_000004_AF0_1_1:1,1_2_06_000004_AF0_1_1,1_2_06_000004_AF0_1_1,True,1.000000,-0.000000,0.000000,0.000000,-0.000000,-1.000000,0.000000,-0.000000,0.000000,0.000000,-1.000000,-3.210000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_31_QT-942_1:1,1_1_31_QT-942_1,1_1_31_QT-942_1,True,0.000000,1.000000,0.000000,0.000000,1.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-1.000000,0.390000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_05_130001_1_1:1,1_2_05_130001_1_1,1_2_05_130001_1_1,True,1.000000,0.000000,-0.000000,-0.200000,-0.000000,0.000000,-1.000000,-3.000000,0.000000,1.000000,0.000000,1.422578,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_05_130001_1_1:2,1_2_05_130001_1_1,1_2_05_130001_1_1,True,1.000000,0.000000,-0.000000,2.126500,-0.000000,0.000000,-1.000000,2.475000,0.000000,1.000000,0.000000,1.422578,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_05_130001_1_1:3,1_2_05_130001_1_1,1_2_05_130001_1_1,True,1.000000,0.000000,-0.000000,-2.126500,-0.000000,0.000000,-1.000000,2.475000,0.000000,1.000000,0.000000,1.422578,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+PBC:1,PBC,PBC,True,1.000000,-0.000000,0.000000,0.000000,-0.000000,-1.000000,0.000000,-0.000000,0.000000,0.000000,-1.000000,-3.360000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+CORE:1,CORE,CORE,True,1.000000,-0.000000,0.000000,0.000000,-0.000000,-1.000000,0.000000,-0.000000,0.000000,0.000000,-1.000000,-3.360000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+hip_center:1+CNC_leg02_x7_RS03_shaft_coupler:1,CNC_leg02_x7_RS03_shaft_coupler,CNC_leg02_x7_RS03_shaft_coupler,True,-1.000000,-0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,13.329776,0.000000,0.000000,1.000000,18.511703,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+hip_center:1+CNC_leg01_x2_hip_center_back:1,CNC_leg01_x2_hip_center_back,CNC_leg01_x2_hip_center_back,True,1.000000,-0.000000,-0.000000,0.000000,0.000000,1.000000,0.000000,-0.000000,0.000000,0.000000,1.000000,-10.160000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+CNC_leg03_x5_RS03_shaft_bearing_retainer:4,CNC_leg03_x5_RS03_shaft_bearing_retainer,CNC_leg03_x5_RS03_shaft_bearing_retainer,True,1.000000,0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,-13.329776,0.000000,0.000000,1.000000,18.511703,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+CNC_leg01_x2_hip_center_back:2,CNC_leg01_x2_hip_center_back,CNC_leg01_x2_hip_center_back,True,-1.000000,-0.000000,-0.000000,0.000000,0.000000,-1.000000,0.000000,-0.000000,0.000000,0.000000,1.000000,-10.160000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Robstride 03 - no back cover:2+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_06_EB903-534_ASM_1_1_ASM:1+1_1_06_EB903-537_1_1:1,1_1_06_EB903-537_1_1,1_1_06_EB903-537_1_1,True,0.000000,-1.000000,0.000000,0.000000,-0.258819,0.000000,0.965926,2.376177,-0.965926,-0.000000,-0.258819,-10.796695,0.000000,0.000000,0.000000,1.000000
