path,fusion_name,file_name,visible,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:47,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,-0.000000,-0.759000,0.000000,-1.000000,-0.000000,13.968255,-0.000000,-0.000000,-1.000000,-25.510530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:48,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,-0.000000,-0.759000,0.000000,-1.000000,-0.000000,11.339002,-0.000000,-0.000000,-1.000000,-25.510530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:49,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,-0.000000,0.759000,0.000000,-1.000000,-0.000000,13.968255,-0.000000,-0.000000,-1.000000,-25.510530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:50,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,-0.000000,0.759000,0.000000,-1.000000,-0.000000,11.339002,-0.000000,-0.000000,-1.000000,-25.510530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:51,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,-0.000000,1.518000,0.000000,-1.000000,-0.000000,12.653628,-0.000000,-0.000000,-1.000000,-25.510530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:52,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,-0.000000,-1.518000,0.000000,-1.000000,-0.000000,12.653628,-0.000000,-0.000000,-1.000000,-25.510530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:54,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,0.000000,-4.527010,0.000000,-1.000000,0.000000,14.508777,0.000000,-0.000000,-1.000000,-25.260530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:55,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,0.000000,-1.875149,0.000000,-1.000000,0.000000,17.160638,0.000000,-0.000000,-1.000000,-25.260530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:56,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,-0.000000,4.527010,0.000000,-1.000000,0.000000,14.508777,0.000000,-0.000000,-1.000000,-25.260530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:57,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,-0.000000,1.875149,0.000000,-1.000000,0.000000,17.160638,0.000000,-0.000000,-1.000000,-25.260530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:58,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,-0.000000,-4.527010,0.000000,-1.000000,0.000000,10.758480,0.000000,-0.000000,-1.000000,-25.260530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:59,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,-0.000000,-1.875149,0.000000,-1.000000,0.000000,8.106619,0.000000,-0.000000,-1.000000,-25.260530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:60,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,0.000000,1.875149,0.000000,-1.000000,0.000000,8.106619,0.000000,-0.000000,-1.000000,-25.260530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain:61,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,0.000000,4.527010,0.000000,-1.000000,0.000000,10.758480,0.000000,-0.000000,-1.000000,-25.260530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M5x12 Steel 4.6 Plain:1,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M5x12 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,-1.000000,-0.000000,0.000000,1.800000,-0.000000,-0.000000,-1.000000,9.653628,0.000000,-1.000000,0.000000,-33.060530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M5x12 Steel 4.6 Plain:2,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M5x12 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,-1.000000,-0.000000,0.000000,0.900000,-0.000000,-0.000000,-1.000000,9.653628,0.000000,-1.000000,0.000000,-31.501684,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M5x12 Steel 4.6 Plain:3,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M5x12 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,-1.000000,-0.000000,0.000000,-1.800000,-0.000000,-0.000000,-1.000000,9.653628,0.000000,-1.000000,0.000000,-33.060530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M5x12 Steel 4.6 Plain:4,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M5x12 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,-1.000000,-0.000000,0.000000,-0.900000,-0.000000,-0.000000,-1.000000,9.653628,0.000000,-1.000000,0.000000,-34.619376,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M5x12 Steel 4.6 Plain:5,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M5x12 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,-1.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,-1.000000,9.653628,0.000000,-1.000000,0.000000,-31.260530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M5x12 Steel 4.6 Plain:6,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M5x12 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,-1.000000,-0.000000,0.000000,-0.900000,-0.000000,-0.000000,-1.000000,9.653628,0.000000,-1.000000,0.000000,-31.501684,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M5x12 Steel 4.6 Plain:7,Hexalobular Socket Pan Head Screw UNE-EN ISO 14583 - M5x12 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,-1.000000,-0.000000,0.000000,0.900000,-0.000000,-0.000000,-1.000000,9.653628,0.000000,-1.000000,0.000000,-34.619376,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+protections:1+hip_roll_motor:1+Component196:1,Component196,Component196,True,1.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,-0.000000,-0.000000,-0.000000,1.000000,-10.160000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+protections:1+hip_roll_motor:1+Component197:1,Component197,Component197,True,1.000000,-0.000000,0.000000,0.000000,-0.000000,1.000000,0.000000,-0.000000,-0.000000,-0.000000,1.000000,-10.160000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+protections:1+hip_pitch_motor:1+Component194:1,Component194,Component194,True,1.000000,0.000000,-0.000000,0.000000,-0.000000,1.000000,-0.000000,-0.000000,0.000000,0.000000,1.000000,-10.160000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+protections:1+hip_pitch_motor:1+Component195:1,Component195,Component195,True,1.000000,0.000000,-0.000000,0.000000,-0.000000,1.000000,-0.000000,-0.000000,0.000000,0.000000,1.000000,-10.160000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+protections:1+hip_pitch_motor:2+Component194:1,Component194,Component194,True,1.000000,-0.000000,-0.000000,0.000000,-0.000000,0.258819,-0.965926,-12.653933,0.000000,0.965926,0.258819,-18.890611,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+protections:1+hip_pitch_motor:2+Component195:1,Component195,Component195,True,1.000000,-0.000000,-0.000000,0.000000,-0.000000,0.258819,-0.965926,-12.653933,0.000000,0.965926,0.258819,-18.890611,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+protections:1+hip_pitch_motor:4+Component194:1,Component194,Component194,True,0.000000,-0.258819,0.965926,0.000000,1.000000,-0.000000,-0.000000,12.653628,0.000000,0.965926,0.258819,-18.890530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+protections:1+hip_pitch_motor:4+Component195:1,Component195,Component195,True,0.000000,-0.258819,0.965926,0.000000,1.000000,-0.000000,-0.000000,12.653628,0.000000,0.965926,0.258819,-18.890530,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+protections:1+hip_roll_motor:3+Component196:1,Component196,Component196,True,1.000000,-0.000000,-0.000000,-0.300000,-0.000000,-0.866025,-0.500000,-0.000304,-0.000000,0.500000,-0.866025,-10.159919,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+protections:1+hip_roll_motor:3+Component197:1,Component197,Component197,True,1.000000,-0.000000,-0.000000,-0.300000,-0.000000,-0.866025,-0.500000,-0.000304,-0.000000,0.500000,-0.866025,-10.159919,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+protections:1+hip_pitch_motor(Mirror):1+Component198:1,Component198,Component198,True,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,-0.000000,0.000000,-0.000000,-1.000000,-10.160000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+protections:1+hip_pitch_motor(Mirror):1+Component199:1,Component199,Component199,True,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,-0.000000,0.000000,-0.000000,-1.000000,-10.160000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:173,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,-0.000000,1.041889,0.000000,-0.000000,1.000000,0.300000,0.000000,-1.000000,-0.000000,-16.068847,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:174,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,-0.000000,3.441459,0.000000,-0.000000,1.000000,0.300000,0.000000,-1.000000,-0.000000,-15.074913,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:175,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,-0.000000,-3.441459,0.000000,0.000000,1.000000,0.300000,0.000000,-1.000000,0.000000,-15.074913,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:176,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,0.000000,-0.000000,-1.041889,0.000000,0.000000,1.000000,0.300000,0.000000,-1.000000,0.000000,-16.068847,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:189,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,0.000000,-4.527010,-0.000000,-1.000000,0.000000,1.875149,0.000000,0.000000,-1.000000,-3.760000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:190,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,-0.000000,-1.875149,-0.000000,-1.000000,-0.000000,4.527010,0.000000,0.000000,-1.000000,-3.760000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:191,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,0.000000,1.875149,-0.000000,-1.000000,0.000000,4.527010,0.000000,0.000000,-1.000000,-3.760000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:192,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,0.000000,-4.527010,-0.000000,-1.000000,0.000000,-1.875149,0.000000,0.000000,-1.000000,-3.760000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:193,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,0.000000,-1.875149,-0.000000,-1.000000,0.000000,-4.527010,0.000000,0.000000,-1.000000,-3.760000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:194,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,0.000000,4.527010,-0.000000,-1.000000,0.000000,-1.875149,0.000000,0.000000,-1.000000,-3.760000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:195,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,-0.000000,1.875149,-0.000000,-1.000000,-0.000000,-4.527010,0.000000,0.000000,-1.000000,-3.760000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:196,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,0.000000,4.527010,-0.000000,-1.000000,0.000000,1.875149,0.000000,0.000000,-1.000000,-3.760000,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:197,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,0.000000,-1.875149,0.000000,0.258819,-0.965926,2.813750,0.000000,0.965926,0.258819,-6.227237,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:198,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,0.000000,-4.527010,0.000000,0.258819,-0.965926,1.156750,0.000000,0.965926,0.258819,-12.411247,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:199,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,0.000000,-4.527010,0.000000,0.258819,-0.965926,2.127398,0.000000,0.965926,0.258819,-8.788738,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:200,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,0.000000,4.527010,0.000000,0.258819,-0.965926,1.156750,0.000000,0.965926,0.258819,-12.411247,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:201,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,0.000000,1.875149,0.000000,0.258819,-0.965926,2.813750,0.000000,0.965926,0.258819,-6.227237,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:202,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,0.000000,1.875149,0.000000,0.258819,-0.965926,0.470398,0.000000,0.965926,0.258819,-14.972748,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:203,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,0.000000,-1.875149,0.000000,0.258819,-0.965926,0.470398,0.000000,0.965926,0.258819,-14.972748,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:204,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,1.000000,-0.000000,0.000000,4.527010,0.000000,0.258819,-0.965926,2.127398,0.000000,0.965926,0.258819,-8.788738,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:205,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,-1.000000,-0.000000,0.000000,1.875149,0.000000,-0.258819,0.965926,-2.813750,0.000000,0.965926,0.258819,-6.227237,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:206,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,-1.000000,-0.000000,0.000000,4.527010,0.000000,-0.258819,0.965926,-1.156750,0.000000,0.965926,0.258819,-12.411247,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:207,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,-1.000000,-0.000000,0.000000,-4.527010,0.000000,-0.258819,0.965926,-2.127398,0.000000,0.965926,0.258819,-8.788738,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:208,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,-1.000000,-0.000000,0.000000,-4.527010,0.000000,-0.258819,0.965926,-1.156750,0.000000,0.965926,0.258819,-12.411247,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:209,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,-1.000000,-0.000000,0.000000,-1.875149,0.000000,-0.258819,0.965926,-2.813750,0.000000,0.965926,0.258819,-6.227237,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:210,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,-1.000000,-0.000000,0.000000,-1.875149,0.000000,-0.258819,0.965926,-0.470398,0.000000,0.965926,0.258819,-14.972748,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:211,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,-1.000000,-0.000000,0.000000,1.875149,0.000000,-0.258819,0.965926,-0.470398,0.000000,0.965926,0.258819,-14.972748,0.000000,0.000000,0.000000,1.000000
v2.1_lower_body_latest:1+Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain:212,Hexalobular Socket Pan Head Screw ISO 14583 - M4x10 Steel 4.6 Plain,Hexalobular_Socket_Pan_Head_Screw_ISO_14583_-_M3x10_Steel_4.6_Plain,True,-1.000000,-0.000000,0.000000,4.527010,0.000000,-0.258819,0.965926,-2.127398,0.000000,0.965926,0.258819,-8.788738,0.000000,0.000000,0.000000,1.000000
