fusion_name,file_name,kind,qty,bodies,children,material,mass_g,bbox_x_mm,bbox_y_mm,bbox_z_mm,linked,out_of_date,path,color_rgb,appearance,com_x_mm,com_y_mm,com_z_mm,ixx,iyy,izz,ixy,iyz,ixz
1_1_02_EB901-547_1_rotor,1_1_02_EB901-547_1_rotor~2,part,1,1,0,Aluminum A356 T6,37.1,47.0,47.0,11.5,False,,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_02_EB901-547_1_rotor:1,"245,245,246",Aluminum - Satin,0.0,-0.0,5.605,7367.5,7367.5,11629.2,0.0,0.0,-0.0
1_1_06_EB903-534_ASM_1_1_ASM,1_1_06_EB903-534_ASM_1_1_ASM~2,subassembly,1,0,1,,153.6,99.5,98.6,39.5,False,,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_06_EB903-534_ASM_1_1_ASM:1,,,0.601,-0.0,21.144,222298.1,226887.3,273286.0,-0.0,0.0,-1751.4
1_1_06_EB903-537_1_1,1_1_06_EB903-537_1_1~2,part,1,1,0,matching A356,153.6,99.5,98.6,39.5,False,,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_06_EB903-534_ASM_1_1_ASM:1+1_1_06_EB903-537_1_1:1,"245,245,246",Aluminum - Satin,0.601,-0.0,21.144,222298.1,226887.3,273286.0,-0.0,0.0,-1751.4
1_1_31_QT-942_1,1_1_31_QT-942_1~2,part,1,1,0,matching A356,53.9,98.6,99.5,14.2,False,,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_31_QT-942_1:1,"245,245,246",Aluminum - Satin,0.244,-1.392,0.028,36147.2,38010.6,73683.2,199.4,84.9,44.6
1_2_04_635000_1_1,1_2_04_635000_1_1~2,part,1,1,0,Steel,11.7,19.0,6.0,19.0,False,,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_04_635000_1_1:1,"160,160,160",Steel - Satin,-0.001,2.999,-0.001,420.8,569.3,420.7,0.0,0.0,-0.0
1_2_04_680902_1_1,1_2_04_680902_1_1~2,part,1,1,0,Steel,52.1,58.0,58.0,7.0,False,,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_04_680902_1_1:1,"160,160,160",Steel - Satin,-0.0,-0.0,3.5,18367.8,18367.9,35109.0,-0.0,0.0,0.0
1_2_05_130001_1_1,1_2_05_130001_1_1~2,part,3,1,0,Steel,0.7,5.6,8.4,5.6,False,,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_05_130001_1_1:1,"160,160,160",Steel - Satin,0.0,-0.938,-0.0,5.3,1.8,5.3,0.0,-0.0,0.0
1_2_06_000004_AF0_1_1,1_2_06_000004_AF0_1_1~2,part,1,1,0,Steel,0.2,18.7,18.6,1.1,False,,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_06_000004_AF0_1_1:1,"160,160,160",Steel - Satin,0.0,-0.0,-0.525,8.5,8.5,16.9,0.0,-0.0,0.0
1_3_03_000357_1_1,1_3_03_000357_1_1~2,part,1,1,0,Steel,4.2,60.5,60.6,0.8,False,,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_3_03_000357_1_1:1,"160,160,160",Steel - Satin,1.542,-0.146,0.395,1775.3,1595.7,3369.3,-17.4,0.2,-2.6
CORE,CORE~2,part,1,1,0,core material,526.1,84.0,84.0,33.0,False,,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+CORE:1,"25,25,25",Plastic - Matte (Black),-0.0,0.0,-20.968,497704.2,497704.2,469990.3,0.0,0.0,-0.0
PBC,PBC~2,part,1,7,0,FR4; Steel; Discrete Component,43.4,68.0,76.0,6.7,False,,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+PBC:1,"68,119,102",FR4,1.759,0.0,-48.468,117899.3,111528.7,25439.8,-0.0,0.0,3779.2
BACK_COVER1_1_06_EB903-538_1,BACK_COVER1_1_06_EB903-538_1~2,mixed,1,1,8,back_cover_material,24.7,97.6,79.5,24.6,False,,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1,"70,68,76",Nylon 12 (with Formlabs Fuse 1 3D Printer),0.002,-0.224,7.426,15346.7,25762.2,35885.0,9.0,17.0,-0.3
1_2_05_020108_1_1,1_2_05_020108_1_1~2,part,4,1,0,Steel,0.4,12.1,3.8,3.8,False,,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1+1_2_05_020108_1_1:1,"160,160,160",Steel - Satin,-1.785,0.0,-0.02,0.4,6.1,6.1,-0.0,-0.0,0.0
1_2_05_140095_1_1,1_2_05_140095_1_1~2,part,4,2,0,Steel,2.0,14.0,7.0,7.0,False,,000_left_arm_long_wrist_latest:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1+1_2_05_140095_1_1:1,"160,160,160",Steel - Satin,1.437,0.0,-0.0,8.9,42.4,42.4,0.0,0.0,0.0
Robstride 06-No Back Cover,Robstride_06-No_Back_Cover~2,subassembly,1,0,1,,598.8,84.5,82.0,43.0,False,,000_left_arm_long_wrist_latest:1+Robstride 06-No Back Cover:1,,,0.076,-0.001,18.576,445723.5,445631.5,395350.1,-11.2,16.5,-1477.4
R06,R06~2,subassembly,1,0,5,,598.8,84.5,82.0,43.0,False,,000_left_arm_long_wrist_latest:1+Robstride 06-No Back Cover:1+R06:1,,,0.076,-0.001,18.576,445723.5,445631.5,395350.1,-11.2,16.5,-1477.4
1_1_31_QT-1040^FL82BLW33-48V-35N.m(开模版)(1)_FL82BLW33-48V-35N.m(开模版)(1).STEP,1_1_31_QT-1040_FL82BLW33-48V-35N.m_1__FL82BLW33-48V-35N.m_1_.STEP~2,part,1,9,0,matching A356,32.5,82.0,84.5,12.0,False,,000_left_arm_long_wrist_latest:1+Robstride 06-No Back Cover:1+R06:1+1_1_31_QT-1040^FL82BLW33-48V-35N.m(开模版)(1)_FL82BLW33-48V-35N.m(开模版)(1).STEP:1,"255,255,255","Opaque(255,255,255)",-0.016,1.125,0.439,15636.1,15533.3,30926.1,-11.3,-41.5,0.5
MAIN,MAIN~2,subassembly,1,0,1,,80.9,84.5,82.0,32.5,False,,000_left_arm_long_wrist_latest:1+Robstride 06-No Back Cover:1+R06:1+MAIN:1,,,0.11,0.0,11.671,77914.2,77719.4,117830.6,-0.0,-0.0,-310.8
1_1_06_EB823-507_AF0^1_1_06_EB823-509_ASM_FL82BLW33-48V-35N.m(开模版)(1)_FL82BLW33-48V-35N.m(开模版)(1).STEP,1_1_06_EB823-507_AF0_1_1_06_EB823-509_ASM_FL82BLW33-48V-35N.m_1__FL82BLW33-48V-35N.m_1_.STEP~2,part,1,1,0,matching A356,80.9,84.5,82.0,32.5,False,,000_left_arm_long_wrist_latest:1+Robstride 06-No Back Cover:1+R06:1+MAIN:1+1_1_06_EB823-507_AF0^1_1_06_EB823-509_ASM_FL82BLW33-48V-35N.m(开模版)(1)_FL82BLW33-48V-35N.m(开模版)(1).STEP:1,"255,255,255","Opaque(255,255,255)",0.11,0.0,11.671,77914.2,77719.4,117830.6,-0.0,-0.0,-310.8
R06-ROTOR,R06-ROTOR~2,part,1,1,0,matching A356,20.2,37.0,37.0,10.5,False,,000_left_arm_long_wrist_latest:1+Robstride 06-No Back Cover:1+R06:1+R06-ROTOR:1,"255,255,255","Opaque(255,255,255)",0.0,0.0,5.072,2622.0,2622.0,3843.3,-0.0,-0.0,-0.0
weight,weight~2,part,1,2,0,Steel; ABS Plastic,450.1,65.0,65.0,30.0,False,,000_left_arm_long_wrist_latest:1+Robstride 06-No Back Cover:1+R06:1+weight:1,"160,160,160",Steel - Satin,0.0,-0.0,19.932,312041.5,312041.5,236787.1,-0.0,0.0,-0.0
bearings,bearings~3,subassembly,1,0,6,,89.7,366.6,61.5,61.5,False,,000_left_arm_long_wrist_latest:1+bearings:2,,,148.5,-0.006,-27.244,135040.0,3416688.3,3350074.0,105.6,-13.7,363168.2
bearing_35x44x5_6707_1.6kN_15g,bearing_35x44x5_6707_1.6kN_15g~2,subassembly,7,0,2,,15.0,44.1,44.1,5.1,False,,000_left_arm_long_wrist_latest:1+bearings:2+bearing_35x44x5_6707_1.6kN_15g:2,,,0.0,0.0,0.017,3017.8,3017.8,5963.1,0.0,-0.0,-0.0
half-bearing_35x44x5_6707_1.6kN_15g,half-bearing_35x44x5_6707_1.6kN_15g~2,part,14,28,0,half-steel,7.5,44.0,44.0,5.0,False,,000_left_arm_long_wrist_latest:1+bearings:2+bearing_35x44x5_6707_1.6kN_15g:2+half-bearing_35x44x5_6707_1.6kN_15g:1,"160,160,160",Steel - Satin,0.0,0.0,0.017,1508.9,1508.9,2981.5,0.0,-0.0,-0.0
elbow:wrist_roll,elbow_wrist_roll,subassembly,1,0,4,,189.1,111.1,111.1,156.8,False,,000_left_arm_long_wrist_latest:1+elbow:wrist_roll:2,,,-0.002,-91.357,-267.67,15626503.8,13962078.1,1773967.4,-1524.7,-4609408.2,-108.6
CNC_arm09_x2_elbow_roll_output_shaft,CNC_arm09_x2_elbow_roll_output_shaft,part,1,1,0,Aluminum 6061,44.7,38.6,16.5,79.8,False,,000_left_arm_long_wrist_latest:1+elbow:wrist_roll:2+CNC_arm09_x2_elbow_roll_output_shaft:1,"245,245,246",Aluminum - Satin,0.0,-122.487,-225.104,2958230.8,2292501.6,677473.4,0.0,-1235055.6,0.0
protections,protections~3,subassembly,1,0,6,,106.7,87.6,90.8,348.6,False,,000_left_arm_long_wrist_latest:1+protections:1,,,1.813,-92.764,-125.676,4102127.2,3182623.7,1067230.7,19153.8,-1224243.4,-0.0
elbow_motor_protection,elbow_motor_protection,subassembly,1,0,2,,12.2,87.6,31.3,78.2,False,,000_left_arm_long_wrist_latest:1+protections:1+elbow_motor_protection:1,,,0.0,-96.73,-215.4,692009.5,588737.7,128429.4,0.0,-255194.9,0.0
Component38,Component38,part,1,1,0,elbow_protection,6.1,43.8,31.3,78.2,False,,000_left_arm_long_wrist_latest:1+protections:1+elbow_motor_protection:1+Component38:1,"0,0,0",Silicone (White),-29.965,-96.73,-215.4,346004.8,294368.8,64214.7,-17750.3,-127597.4,-38520.1
Component39,Component39,part,1,1,0,elbow_protection,6.1,43.8,31.3,78.2,False,,000_left_arm_long_wrist_latest:1+protections:1+elbow_motor_protection:1+Component39:1,"0,0,0",Silicone (White),29.965,-96.73,-215.4,346004.8,294368.8,64214.7,17750.3,-127597.4,38520.1
elbow_shaft,elbow_shaft,subassembly,1,0,2,,15.2,46.6,84.0,82.3,False,,000_left_arm_long_wrist_latest:1+protections:1+elbow_shaft:1,,,-0.0,-90.0,-225.555,930107.3,787245.2,149515.2,-0.0,-309490.6,-0.0
Component42,Component42~2,part,1,1,0,shoulder_protection,7.6,46.6,11.0,82.3,False,,000_left_arm_long_wrist_latest:1+protections:1+elbow_shaft:1+Component42:1,"0,0,0",Silicone (White),-0.0,-128.487,-225.555,517862.3,393622.6,127566.3,-0.0,-220970.9,-0.0
Component43,Component43~2,part,1,1,0,shoulder_protection,7.6,46.6,11.0,82.3,False,,000_left_arm_long_wrist_latest:1+protections:1+elbow_shaft:1+Component43:1,"0,0,0",Silicone (White),-0.0,-51.513,-225.555,412245.0,393622.6,21948.9,-0.0,-88519.8,-0.0
shoulder_pitch_protection,shoulder_pitch_protection,subassembly,1,0,2,,24.9,38.5,86.2,95.1,False,,000_left_arm_long_wrist_latest:1+protections:1+shoulder_pitch_protection:1,,,7.765,-98.529,-0.0,288146.4,34422.6,264684.0,19153.8,-0.0,0.0
Component34,Component34~2,part,1,1,0,measured_shoulder_protection,12.5,38.5,86.2,47.5,False,,000_left_arm_long_wrist_latest:1+protections:1+shoulder_pitch_protection:1+Component34:1,"0,0,0",Silicone (White),7.765,-98.529,-32.032,144073.2,17211.3,132342.0,9576.9,-37248.0,2978.4
Component35,Component35~2,part,1,1,0,measured_shoulder_protection,12.5,38.5,86.2,47.5,False,,000_left_arm_long_wrist_latest:1+protections:1+shoulder_pitch_protection:1+Component35:1,"0,0,0",Silicone (White),7.765,-98.529,32.032,144073.2,17211.3,132342.0,9576.9,37248.0,-2978.4
shoulder_roll_shaft,shoulder_roll_shaft,subassembly,1,0,2,,15.9,84.0,46.6,82.3,False,,000_left_arm_long_wrist_latest:1+protections:1+shoulder_roll_shaft:1,,,-0.0,-90.0,-18.369,146224.6,37455.1,155648.0,-0.0,-26262.6,-0.0
Component40,Component40,part,1,1,0,shoulder_protection,7.9,11.5,46.6,82.3,False,,000_left_arm_long_wrist_latest:1+protections:1+shoulder_roll_shaft:1+Component40:1,"0,0,0",Silicone (White),38.304,-90.0,-18.369,73112.3,18727.6,77824.0,27381.7,-13131.3,5645.6
Component41,Component41,part,1,1,0,shoulder_protection,7.9,11.5,46.6,82.3,False,,000_left_arm_long_wrist_latest:1+protections:1+shoulder_roll_shaft:1+Component41:1,"0,0,0",Silicone (White),-38.304,-90.0,-18.369,73112.3,18727.6,77824.0,-27381.7,-13131.3,-5645.6
shoulder_yaw_protection,shoulder_yaw_protection,mixed,2,12,2,shoulder_yaw_protection,19.2,86.5,86.5,32.0,False,,000_left_arm_long_wrist_latest:1+protections:1+shoulder_yaw_protection:1,"0,0,0",Silicone (White),-0.0,-90.0,-79.842,294530.2,139092.0,184477.0,-0.0,-137893.7,-0.0
Component36,Component36~2,part,2,1,0,shoulder_yaw_protection,8.3,43.3,86.5,32.0,False,,000_left_arm_long_wrist_latest:1+protections:1+shoulder_yaw_protection:1+Component36:1,"0,0,0",Silicone (White),-26.281,-90.0,-77.814,125615.9,58279.5,81493.0,-19663.0,-58218.9,-17002.4
Component37,Component37~2,part,2,1,0,shoulder_yaw_protection,8.3,43.3,86.5,32.0,False,,000_left_arm_long_wrist_latest:1+protections:1+shoulder_yaw_protection:1+Component37:1,"0,0,0",Silicone (White),26.281,-90.0,-77.814,125615.9,58279.5,81493.0,19663.0,-58218.9,17002.4
schematics,schematics~2,subassembly,1,0,5,,0.0,0.0,0.0,0.0,False,,000_left_arm_long_wrist_latest:1+schematics:2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robstride02_sketch,robstride02_sketch,empty,3,0,0,,0.0,0.0,0.0,0.0,False,,000_left_arm_long_wrist_latest:1+schematics:2+robstride02_sketch:1,,,,,,,,,,,
robstride03_cross_section,robstride03_cross_section~2,empty,1,0,0,,0.0,0.0,0.0,0.0,False,,000_left_arm_long_wrist_latest:1+schematics:2+robstride03_cross_section:1,,,,,,,,,,,
robstride06_cross_section,robstride06_cross_section~2,empty,1,0,0,,0.0,0.0,0.0,0.0,False,,000_left_arm_long_wrist_latest:1+schematics:2+robstride06_cross_section:1,,,,,,,,,,,
shoulder_pitch:shoulder_roll,shoulder_pitch_shoulder_roll,subassembly,1,0,3,,175.7,59.5,134.2,82.8,False,,000_left_arm_long_wrist_latest:1+shoulder_pitch:shoulder_roll:2,,,-0.323,-45.497,0.0,677784.8,139960.9,705438.1,-8766.3,0.3,0.1
CNC_arm01_x2_shoulder_roll_front_bearing_retainer,CNC_arm01_x2_shoulder_roll_front_bearing_retainer,part,1,1,0,Aluminum 6061,55.7,10.8,123.4,82.8,False,,000_left_arm_long_wrist_latest:1+shoulder_pitch:shoulder_roll:2+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,"245,245,246",Aluminum - Satin,25.572,-56.991,-0.0,267408.9,55762.8,284854.4,81493.3,-0.0,0.0
CNC_arm02_x2_shoulder_roll_back_bearing_retainer,CNC_arm02_x2_shoulder_roll_back_bearing_retainer,part,1,1,0,Aluminum 6061,68.2,20.0,123.4,82.8,False,,000_left_arm_long_wrist_latest:1+shoulder_pitch:shoulder_roll:2+CNC_arm02_x2_shoulder_roll_back_bearing_retainer:1,"245,245,246",Aluminum - Satin,-21.699,-64.017,-0.0,392698.0,59270.9,401940.6,-90259.5,0.2,-0.0
CNC_leg02_x7_RS03_shaft_coupler,CNC_leg02_x7_RS03_shaft_coupler~3,part,1,1,0,Aluminum 6061,51.8,50.0,50.0,22.1,False,,000_left_arm_long_wrist_latest:1+shoulder_pitch:shoulder_roll:2+CNC_leg02_x7_RS03_shaft_coupler:1,"245,245,246",Aluminum - Satin,-0.0,133.298,-230.005,3678777.2,2756558.2,946181.0,1.6,1589620.4,-2.6
shoulder_roll:shoulder_yaw,shoulder_roll_shoulder_yaw,subassembly,1,0,5,,580.8,110.6,110.6,156.8,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2,,,0.396,-89.759,-72.364,8328415.3,3732141.5,5138866.4,17649.6,-3772252.2,4293.2
3DP_arm05_x4_RS02_shaft_bearing_retainer,3DP_arm05_x4_RS02_shaft_bearing_retainer,part,2,1,0,Nylon 12 (with Formlabs Fuse 1 3D Printer),70.6,79.5,79.5,45.5,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+3DP_arm05_x4_RS02_shaft_bearing_retainer:1,"63,63,63",Nylon 12 (with Formlabs Fuse 1 3D Printer),-0.0,-89.999,-110.234,1473753.6,901703.5,631893.7,-0.0,-700663.4,-0.0
CNC_arm03_x2_shoulder_roll_output_shaft,CNC_arm03_x2_shoulder_roll_output_shaft,part,1,1,0,Aluminum 6061,42.2,16.1,38.6,79.8,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+CNC_arm03_x2_shoulder_roll_output_shaft:1,"245,245,246",Aluminum - Satin,-32.636,-90.0,18.112,381611.7,79613.5,393250.9,-124082.9,68863.1,26930.2
CNC_arm04_x4_shoulder_elbow_support_shaft,CNC_arm04_x4_shoulder_elbow_support_shaft,part,2,1,0,Aluminum 6061,35.0,13.3,38.6,79.8,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+CNC_arm04_x4_shoulder_elbow_support_shaft:1,"245,245,246",Aluminum - Satin,-34.172,-90.0,-21.807,322169.6,74698.0,329907.7,-107732.1,-68749.7,-26887.0
CNC_arm10_x4_r03_back_cover,CNC_arm10_x4_r03_back_cover,part,2,1,0,Aluminum 6061,38.7,78.5,78.5,20.0,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+CNC_arm10_x4_r03_back_cover:1,"245,245,246",Aluminum - Satin,0.026,-90.013,-54.574,444061.6,138993.9,350048.9,1572.3,-190080.1,63.2
robstride_02-No_back_cover,robstride_02-No_back_cover,subassembly,3,0,2,,394.2,95.1,95.1,43.2,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1,,,0.351,-0.132,-14.368,238885.5,248095.4,265807.5,65.6,-1339.6,1932.0
02-3D-20211009(1).stp,02-3D-20211009_1_.stp,subassembly,3,0,1,,112.9,95.1,95.1,43.2,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1,,,1.227,-0.46,-14.872,92356.1,101566.0,105277.9,65.6,-1339.6,1932.0
3_1_02_067_0020_ASM_1_ASM.stp,3_1_02_067_0020_ASM_1_ASM.stp,subassembly,3,0,15,,112.9,110.6,110.6,43.2,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1,,,-0.436,-88.765,17.128,995187.0,104243.5,994493.0,93.1,171879.9,1359.6
1_1_04_EB672-503_1.stp,1_1_04_EB672-503_1.stp,part,3,1,0,Aluminum A356 T6,21.4,78.5,78.5,12.0,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_04_EB672-503_1.stp:1,"245,245,246",Aluminum - Satin,-1.515,2.434,-0.903,9021.4,8530.4,17398.7,-0.0,26.0,-20.1
1_1_06_EB673-516_1.stp,1_1_06_EB673-516_1.stp,part,3,19,0,Aluminum A356 T6; Steel,60.3,78.5,78.5,30.0,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_06_EB673-516_1.stp:1,"245,245,246",Aluminum - Satin,55.831,40.597,-13.616,150655.7,242238.9,361373.2,-137403.3,33208.5,45392.6
1_1_31_PL674-504_1.stp,1_1_31_PL674-504_1.stp,part,3,1,0,Steel,0.9,6.0,5.0,19.8,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_31_PL674-504_1.stp:1,"160,160,160",Steel - Satin,3.0,-0.84,7.516,87.9,96.9,12.5,2.3,2.5,-20.2
1_2_04_670601_1.stp,1_2_04_670601_1.stp,part,3,1,0,Steel,7.8,37.0,37.0,3.0,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_04_670601_1.stp:1,"160,160,160",Steel - Satin,-0.0,0.0,1.638,1135.2,1135.2,2218.5,0.0,0.0,0.0
1_2_05_030080_1.stp,1_2_05_030080_1.stp,part,3,2,0,Steel,0.8,5.6,10.4,5.6,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_05_030080_1.stp:1,"160,160,160",Steel - Satin,-0.0,-1.774,0.0,10.8,1.9,10.8,0.0,-0.0,0.0
1_2_05_QT-170_1.stp,1_2_05_QT-170_1.stp,part,12,2,0,Steel,0.2,4.0,4.0,5.6,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_05_QT-170_1.stp:1,"160,160,160",Steel - Satin,0.0,-0.0,-3.389,3.1,3.1,0.3,0.0,-0.0,0.0
1_2_05_QT-647_1.stp,1_2_05_QT-647_1.stp,part,9,1,0,Steel,0.0,3.0,15.7,3.0,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_05_QT-647_1.stp:1,"160,160,160",Steel - Satin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_06_000392_1.stp,1_2_06_000392_1.stp,part,3,1,0,Steel,1.2,38.5,38.2,0.7,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_06_000392_1.stp:1,"160,160,160",Steel - Satin,0.08,1.386,0.32,181.3,210.4,391.4,1.7,-0.5,-0.0
1_2_16_001330_ASM_1_ASM.stp,1_2_16_001330_ASM_1_ASM.stp,subassembly,3,0,1,,12.4,59.8,69.9,7.2,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_16_001330_ASM_1_ASM.stp:1,,,0.032,-0.39,-0.443,5685.3,1830.5,7418.5,44.7,0.0,-0.3
PCBMODEL_ASM_1_ASM.stp,PCBMODEL_ASM_1_ASM.stp,subassembly,3,0,3,,12.4,59.8,69.9,7.2,False,,000_left_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_2_16_001330_ASM_1_ASM.stp:1+PCBMODEL_ASM_1_ASM.stp:1,,,0.032,-0.39,-0.443,5685.3,1830.5,7418.5,44.7,0.0,-0.3
