fusion_name,file_name,kind,qty,bodies,children,material,mass_g,bbox_x_mm,bbox_y_mm,bbox_z_mm,linked,out_of_date,path
SOLID (20),SOLID_20,part,2,1,0,servo_board,0.0,1.1,2.0,7.2,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (20):1
SOLID (21),SOLID_21,part,2,1,0,servo_board,1.5,9.6,4.2,32.6,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (21):1
SOLID (3),SOLID_3,part,2,1,0,servo_board,0.0,0.3,1.5,0.9,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (3):1
SOLID (4),SOLID_4,part,2,1,0,servo_board,0.0,0.3,1.5,0.9,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (4):1
SOLID (5),SOLID_5,part,2,1,0,servo_board,0.0,0.3,2.0,6.6,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (5):1
SOLID (6),SOLID_6,part,2,1,0,servo_board,0.0,0.3,2.0,6.6,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (6):1
SOLID (7),SOLID_7,part,2,1,0,servo_board,0.0,0.3,1.6,6.6,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (7):1
SOLID (8),SOLID_8,part,2,1,0,servo_board,0.0,0.3,1.6,6.6,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (8):1
SOLID (9),SOLID_9,part,2,1,0,servo_board,0.0,0.3,0.3,5.7,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID (9):1
SOLID,SOLID,part,2,1,0,servo_board,0.7,8.4,3.6,7.1,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+Type_C1:1+698b116-264-211:1+SOLID:1
U1,U1,subassembly,2,0,1,,0.1,3.0,3.0,0.9,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U1:1
User_Library-QFN-16,User_Library-QFN-16,part,2,1,0,servo_board,0.1,3.0,3.0,0.9,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U1:1+User_Library-QFN-16:1
U2,U2,subassembly,2,0,1,,0.4,7.0,6.5,1.7,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U2:1
TO-223,TO-223,subassembly,2,0,5,,0.4,6.5,1.7,7.0,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U2:1+TO-223:1
User_Library-TO-223_1_1,User_Library-TO-223_1_1,part,2,1,0,servo_board,0.3,6.5,1.6,3.5,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U2:1+TO-223:1+User_Library-TO-223_1_1:1
User_Library-TO-223_2_1,User_Library-TO-223_2_1,part,2,1,0,servo_board,0.0,3.1,0.8,1.8,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U2:1+TO-223:1+User_Library-TO-223_2_1:1
User_Library-TO-223_3_1,User_Library-TO-223_3_1,part,2,1,0,servo_board,0.0,0.8,0.8,1.8,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U2:1+TO-223:1+User_Library-TO-223_3_1:1
User_Library-TO-223_4_1,User_Library-TO-223_4_1,part,2,1,0,servo_board,0.0,0.8,0.8,1.8,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U2:1+TO-223:1+User_Library-TO-223_4_1:1
User_Library-TO-223_5_1,User_Library-TO-223_5_1,part,2,1,0,servo_board,0.0,0.8,0.8,1.8,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U2:1+TO-223:1+User_Library-TO-223_5_1:1
U3,U3,subassembly,2,0,6,,0.0,2.6,3.0,0.7,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U3:1
1653192640,1653192640,subassembly,20,0,1,,0.0,1.2,0.4,0.2,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U3:1+1653192640:1
Extruded,Extruded,part,20,1,0,servo_board,0.0,1.2,0.4,0.2,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U3:1+1653192640:1+Extruded:1
736125216,736125216,subassembly,4,0,1,,0.0,1.4,3.0,0.7,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U3:1+736125216:1
Extruded (1),Extruded_1,part,4,1,0,servo_board,0.0,1.4,3.0,0.7,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U3:1+736125216:1+Extruded (1):1
U4,U4,subassembly,2,0,6,,0.0,2.6,3.0,0.7,False,,dovetail_umi_gripper:1+wareshare_st_servo_controller v7:1+U4:1
v2.1_lower_body_latest,v2.1_lower_body_latest,subassembly,1,0,173,,17512.0,235.1,552.9,638.2,True,,v2.1_lower_body_latest:1
CNC_leg03_x5_RS03_shaft_bearing_retainer,CNC_leg03_x5_RS03_shaft_bearing_retainer,part,4,1,0,Aluminum 6061,35.6,99.2,99.2,9.5,True,,v2.1_lower_body_latest:1+CNC_leg03_x5_RS03_shaft_bearing_retainer:4
Robstride 03 - no back cover,Robstride_03_-_no_back_cover,subassembly,10,0,1,,884.2,99.6,98.6,55.4,True,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1
3_1_02_090_0073_ASM_1_1_ASM,3_1_02_090_0073_ASM_1_1_ASM,subassembly,10,0,12,,884.2,99.6,98.6,55.4,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1
1_1_02_EB901-547_1_rotor,1_1_02_EB901-547_1_rotor,part,10,1,0,Aluminum A356 T6,37.1,47.0,47.0,11.5,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_02_EB901-547_1_rotor:1
1_1_06_EB903-534_ASM_1_1_ASM,1_1_06_EB903-534_ASM_1_1_ASM,subassembly,10,0,1,,153.6,99.5,98.6,39.5,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_06_EB903-534_ASM_1_1_ASM:1
1_1_06_EB903-537_1_1,1_1_06_EB903-537_1_1,part,10,1,0,matching A356,153.6,99.5,98.6,39.5,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_06_EB903-534_ASM_1_1_ASM:1+1_1_06_EB903-537_1_1:1
1_1_31_QT-942_1,1_1_31_QT-942_1,part,10,1,0,matching A356,53.9,98.6,99.5,14.2,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_31_QT-942_1:1
1_2_04_635000_1_1,1_2_04_635000_1_1,part,10,1,0,Steel,11.7,19.0,6.0,19.0,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_04_635000_1_1:1
1_2_04_680902_1_1,1_2_04_680902_1_1,part,10,1,0,Steel,52.1,58.0,58.0,7.0,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_04_680902_1_1:1
1_2_05_130001_1_1,1_2_05_130001_1_1,part,30,1,0,Steel,0.7,5.6,8.4,5.6,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_05_130001_1_1:1
1_2_06_000004_AF0_1_1,1_2_06_000004_AF0_1_1,part,10,1,0,Steel,0.2,18.7,18.6,1.1,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_2_06_000004_AF0_1_1:1
1_3_03_000357_1_1,1_3_03_000357_1_1,part,10,1,0,Steel,4.2,60.5,60.6,0.8,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_3_03_000357_1_1:1
CORE,CORE,part,10,1,0,core material,526.1,84.0,84.0,33.0,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+CORE:1
PBC,PBC,part,10,7,0,FR4; Steel; Discrete Component,43.4,68.0,76.0,6.7,False,,v2.1_lower_body_latest:1+Robstride 03 - no back cover:1+3_1_02_090_0073_ASM_1_1_ASM:1+PBC:1
bearings,bearings,subassembly,1,0,7,,279.3,65.9,60.1,28.4,False,,v2.1_lower_body_latest:1+bearings:1
hip_center,hip_center,subassembly,1,0,2,,123.8,99.2,161.3,298.3,False,,v2.1_lower_body_latest:1+hip_center:1
CNC_leg01_x2_hip_center_back,CNC_leg01_x2_hip_center_back,part,2,1,0,Aluminum 6061,71.9,99.2,35.6,122.2,False,,v2.1_lower_body_latest:1+hip_center:1+CNC_leg01_x2_hip_center_back:1
CNC_leg02_x7_RS03_shaft_coupler,CNC_leg02_x7_RS03_shaft_coupler,part,5,1,0,Aluminum 6061,51.8,50.0,50.0,22.1,True,,v2.1_lower_body_latest:1+hip_center:1+CNC_leg02_x7_RS03_shaft_coupler:1
hip_pitch:hip_roll_L,hip_pitch_hip_roll_L,subassembly,1,0,4,,217.5,99.2,99.2,121.3,False,,v2.1_lower_body_latest:1+hip_pitch:hip_roll_L:1
CNC_leg04_x2_hip_roll_front_bearing_retainer,CNC_leg04_x2_hip_roll_front_bearing_retainer,part,2,1,0,Aluminum 6061,56.2,15.5,99.2,110.5,False,,v2.1_lower_body_latest:1+hip_pitch:hip_roll_L:1+CNC_leg04_x2_hip_roll_front_bearing_retainer:1
CNC_leg05_x2_hip_roll_back_bearing_retainer,CNC_leg05_x2_hip_roll_back_bearing_retainer,part,2,1,0,Aluminum 6061,73.8,22.4,99.2,110.5,False,,v2.1_lower_body_latest:1+hip_pitch:hip_roll_L:1+CNC_leg05_x2_hip_roll_back_bearing_retainer:1
hip_pitch:hip_roll_R,hip_pitch_hip_roll_R,subassembly,1,0,4,,217.5,99.2,102.2,135.8,False,,v2.1_lower_body_latest:1+hip_pitch:hip_roll_R:1
hip_roll:hip_yaw_L,hip_roll_hip_yaw_L,subassembly,1,0,2,,163.1,100.0,99.2,102.5,False,,v2.1_lower_body_latest:1+hip_roll:hip_yaw_L:1
CNC_leg06_x2_hip_roll_output_shaft,CNC_leg06_x2_hip_roll_output_shaft,part,2,1,0,Aluminum 6061,83.8,35.5,99.2,102.5,False,,v2.1_lower_body_latest:1+hip_roll:hip_yaw_L:1+CNC_leg06_x2_hip_roll_output_shaft:1
CNC_leg07_x2_hip_roll_support_shaft,CNC_leg07_x2_hip_roll_support_shaft,part,2,1,0,Aluminum 6061,79.3,35.5,99.2,102.5,False,,v2.1_lower_body_latest:1+hip_roll:hip_yaw_L:1+CNC_leg07_x2_hip_roll_support_shaft:1
hip_roll:hip_yaw_R,hip_roll_hip_yaw_R,subassembly,1,0,2,,163.1,100.0,207.5,105.0,False,,v2.1_lower_body_latest:1+hip_roll:hip_yaw_R:1
protections,protections,subassembly,1,0,6,,352.6,113.1,552.9,268.1,False,,v2.1_lower_body_latest:1+protections:1
hip_pitch_motor(Mirror),hip_pitch_motor_Mirror,subassembly,1,0,2,,62.2,113.1,69.4,119.5,False,,v2.1_lower_body_latest:1+protections:1+hip_pitch_motor(Mirror):1
Component198,Component198,part,1,1,0,hip3_protection,31.1,57.0,69.4,119.5,False,,v2.1_lower_body_latest:1+protections:1+hip_pitch_motor(Mirror):1+Component198:1
Component199,Component199,part,1,1,0,hip3_protection,31.1,57.0,69.4,119.5,False,,v2.1_lower_body_latest:1+protections:1+hip_pitch_motor(Mirror):1+Component199:1
hip_pitch_motor,hip_pitch_motor,subassembly,3,0,2,,62.2,113.1,69.4,119.5,False,,v2.1_lower_body_latest:1+protections:1+hip_pitch_motor:1
Component194,Component194,part,3,1,0,hip3_protection,31.1,57.0,69.4,119.5,False,,v2.1_lower_body_latest:1+protections:1+hip_pitch_motor:1+Component194:1
Component195,Component195,part,3,1,0,hip3_protection,31.1,57.0,69.4,119.5,False,,v2.1_lower_body_latest:1+protections:1+hip_pitch_motor:1+Component195:1
hip_roll_motor,hip_roll_motor,subassembly,2,0,2,,51.9,46.6,111.3,113.0,False,,v2.1_lower_body_latest:1+protections:1+hip_roll_motor:1
Component196,Component196,part,2,1,0,hip2_protection,26.0,46.5,109.3,46.4,False,,v2.1_lower_body_latest:1+protections:1+hip_roll_motor:1+Component196:1
Component197,Component197,part,2,1,0,hip2_protection,26.0,46.5,97.3,71.1,False,,v2.1_lower_body_latest:1+protections:1+hip_roll_motor:1+Component197:1
robstride03_cross_section,robstride03_cross_section,empty,22,0,0,,0.0,0.0,0.0,0.0,True,,v2.1_lower_body_latest:1+robstride03_cross_section:1
robstride03_face,robstride03_face,empty,7,0,0,,0.0,0.0,0.0,0.0,True,,v2.1_lower_body_latest:1+robstride03_face:1
v2.1_lower_leg_L_copy,v2.1_lower_leg_L_copy,subassembly,1,0,129,,5528.2,235.1,234.3,566.3,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1
CNC_leg08_x2_knee_front_bearing_retainer,CNC_leg08_x2_knee_front_bearing_retainer,part,1,1,0,Aluminum 6061,55.8,114.6,15.0,126.2,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+CNC_leg08_x2_knee_front_bearing_retainer:1
CNC_leg09_x2_knee_motor_back_cover,CNC_leg09_x2_knee_motor_back_cover,part,1,1,0,Aluminum 6061,102.9,114.6,32.5,126.2,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+CNC_leg09_x2_knee_motor_back_cover:1
CNC_leg10_x2_knee_output_shank,CNC_leg10_x2_knee_output_shank,part,1,1,0,Aluminum 6061,249.9,54.4,27.8,249.9,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+CNC_leg10_x2_knee_output_shank:1
CNC_leg11_x2_knee_support_shank,CNC_leg11_x2_knee_support_shank,part,1,1,0,Aluminum 6061,179.9,54.4,15.6,249.0,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+CNC_leg11_x2_knee_support_shank:1
CNC_leg12_x4_lower_leg_bearing_cap,CNC_leg12_x4_lower_leg_bearing_cap,part,2,1,0,Aluminum 6061,6.4,43.0,3.0,43.0,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+CNC_leg12_x4_lower_leg_bearing_cap:1
CNC_leg13_x2_ankle_pitch_front,CNC_leg13_x2_ankle_pitch_front,part,1,1,0,Aluminum 6061,67.8,124.5,41.4,99.2,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+CNC_leg13_x2_ankle_pitch_front:1
CNC_leg14_x2_ankle_pitch_back,CNC_leg14_x2_ankle_pitch_back,part,1,1,0,Aluminum 6061,92.0,124.5,46.5,99.2,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+CNC_leg14_x2_ankle_pitch_back:1
CNC_leg15_x2_RS06_shaft_bearing_retainer,CNC_leg15_x2_RS06_shaft_bearing_retainer,part,1,1,0,Aluminum 6061,23.5,8.5,82.8,82.8,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+CNC_leg15_x2_RS06_shaft_bearing_retainer:1
CNC_leg16_x2_ankle_roll_output_shaft,CNC_leg16_x2_ankle_roll_output_shaft,part,1,1,0,Aluminum 6061,64.1,15.3,54.4,86.0,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+CNC_leg16_x2_ankle_roll_output_shaft:1
CNC_leg17_x2_ankle_roll_support_shaft,CNC_leg17_x2_ankle_roll_support_shaft,part,1,1,0,Aluminum 6061,59.0,12.7,54.4,86.0,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+CNC_leg17_x2_ankle_roll_support_shaft:1
CNC_leg18_x2_foot_plate,CNC_leg18_x2_foot_plate,subassembly,1,1,1,,202.0,235.0,72.1,102.0,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+CNC_leg18_x2_foot_plate:1
symmetric_sole,symmetric_sole,part,1,1,0,foot_protection_USING,118.4,235.0,72.0,102.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+CNC_leg18_x2_foot_plate:1+symmetric_sole:1
ankle_roll_motor_protection,ankle_roll_motor_protection,subassembly,1,0,1,,33.4,35.5,94.1,94.1,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+ankle_roll_motor_protection:1
ankle_roll_motor,ankle_roll_motor,subassembly,1,0,2,,33.4,35.5,94.1,94.1,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+ankle_roll_motor_protection:1+ankle_roll_motor:1
Component46,Component46,part,1,1,0,ANKLE_1_PROTECTION,16.7,35.5,94.0,47.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+ankle_roll_motor_protection:1+ankle_roll_motor:1+Component46:1
Component47,Component47,part,1,1,0,ANKLE_1_PROTECTION,16.7,35.5,94.0,47.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+ankle_roll_motor_protection:1+ankle_roll_motor:1+Component47:1
ankle_roll_structural_part_protection,ankle_roll_structural_part_protection,subassembly,1,0,1,,13.9,9.5,72.0,85.5,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+ankle_roll_structural_part_protection:1
foot_front,foot_front,part,1,1,0,foot_protection_USING,13.9,9.5,72.0,85.5,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+ankle_roll_structural_part_protection:1+foot_front:1
foot_sole,foot_sole,empty,1,0,0,,0.0,0.0,0.0,0.0,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+foot_sole:1
knee_motor_protection,knee_motor_protection,subassembly,1,0,1,,52.3,132.1,44.4,126.2,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+knee_motor_protection:1
knee_motor,knee_motor,subassembly,1,0,2,,52.3,132.1,44.4,126.2,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+knee_motor_protection:1+knee_motor:1
Component44,Component44,part,1,1,0,knee protection,26.2,66.0,44.4,126.1,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+knee_motor_protection:1+knee_motor:1+Component44:1
Component45,Component45,part,1,1,0,knee protection,26.2,66.0,44.4,126.1,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+knee_motor_protection:1+knee_motor:1+Component45:1
lower_leg_output_shank_protection,lower_leg_output_shank_protection,empty,1,0,0,,0.0,0.0,0.0,0.0,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+lower_leg_output_shank_protection:1
lower_leg_support_shank_protection,lower_leg_support_shank_protection,empty,1,0,0,,0.0,0.0,0.0,0.0,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_L_copy:1+lower_leg_support_shank_protection:1
v2.1_lower_leg_R,v2.1_lower_leg_R,subassembly,1,0,115,,5701.9,235.1,243.1,566.7,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1
CNC_leg13_x2_ankle_pitch_front,CNC_leg13_x2_ankle_pitch_front,part,1,1,0,Aluminum 6061,67.8,124.5,41.4,99.2,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+CNC_leg13_x2_ankle_pitch_front:1
CNC_leg14_x2_ankle_pitch_back,CNC_leg14_x2_ankle_pitch_back,part,1,1,0,Aluminum 6061,92.0,124.5,46.5,99.2,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+CNC_leg14_x2_ankle_pitch_back:1
BACK_COVER1_1_06_EB903-538_1,BACK_COVER1_1_06_EB903-538_1,subassembly,3,1,8,,24.7,97.6,79.5,24.6,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1
1_2_05_020108_1_1,1_2_05_020108_1_1,part,12,1,0,Steel,0.4,12.1,3.8,3.8,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1+1_2_05_020108_1_1:3
1_2_05_140095_1_1,1_2_05_140095_1_1,part,12,2,0,Steel,2.0,14.0,7.0,7.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+Robstride 03 - full:1+BACK_COVER1_1_06_EB903-538_1:1+1_2_05_140095_1_1:1
Robstride 06-No Back Cover,Robstride_06-No_Back_Cover,subassembly,3,0,1,,598.8,84.5,82.0,43.0,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+Robstride 06-No Back Cover:1
R06,R06,subassembly,3,0,5,,598.8,84.5,82.0,43.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+Robstride 06-No Back Cover:1+R06:1
1_1_31_QT-1040^FL82BLW33-48V-35N.m(开模版)(1)_FL82BLW33-48V-35N.m(开模版)(1).STEP,1_1_31_QT-1040_FL82BLW33-48V-35N.m_1__FL82BLW33-48V-35N.m_1_.STEP,part,3,9,0,matching A356,32.5,82.0,84.5,12.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+Robstride 06-No Back Cover:1+R06:1+1_1_31_QT-1040^FL82BLW33-48V-35N.m(开模版)(1)_FL82BLW33-48V-35N.m(开模版)(1).STEP:1
MAIN,MAIN,subassembly,3,0,1,,80.9,84.5,82.0,32.5,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+Robstride 06-No Back Cover:1+R06:1+MAIN:1
1_1_06_EB823-507_AF0^1_1_06_EB823-509_ASM_FL82BLW33-48V-35N.m(开模版)(1)_FL82BLW33-48V-35N.m(开模版)(1).STEP,1_1_06_EB823-507_AF0_1_1_06_EB823-509_ASM_FL82BLW33-48V-35N.m_1__FL82BLW33-48V-35N.m_1_.STEP,part,3,1,0,matching A356,80.9,84.5,82.0,32.5,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+Robstride 06-No Back Cover:1+R06:1+MAIN:1+1_1_06_EB823-507_AF0^1_1_06_EB823-509_ASM_FL82BLW33-48V-35N.m(开模版)(1)_FL82BLW33-48V-35N.m(开模版)(1).STEP:1
R06-ROTOR,R06-ROTOR,part,3,1,0,matching A356,20.2,37.0,37.0,10.5,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+Robstride 06-No Back Cover:1+R06:1+R06-ROTOR:1
bearing_35x44x5_6707_1.6kN_15g,bearing_35x44x5_6707_1.6kN_15g,subassembly,19,0,2,,15.0,44.0,44.0,5.0,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+Robstride 06-No Back Cover:1+R06:1+bearing_35x44x5_6707_1.6kN_15g:1
half-bearing_35x44x5_6707_1.6kN_15g,half-bearing_35x44x5_6707_1.6kN_15g,part,38,28,0,half-steel,7.5,44.0,44.0,5.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+Robstride 06-No Back Cover:1+R06:1+bearing_35x44x5_6707_1.6kN_15g:1+half-bearing_35x44x5_6707_1.6kN_15g:1
weight,weight,part,3,2,0,Steel; ABS Plastic,450.1,65.0,65.0,30.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+Robstride 06-No Back Cover:1+R06:1+weight:1
bearings,bearings,subassembly,1,0,9,,250.0,166.1,80.6,303.5,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+bearings:1
bearing_35x47x7_6807_4.0kN_29g,bearing_35x47x7_6807_4.0kN_29g,subassembly,4,0,2,,29.2,47.0,47.0,7.1,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+bearings:1+bearing_35x47x7_6807_4.0kN_29g:1
half-bearing_35x47x7_6807_4.0kN_29g,half-bearing_35x47x7_6807_4.0kN_29g,part,8,23,0,Steel_half_density,14.6,47.0,47.0,7.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+bearings:1+bearing_35x47x7_6807_4.0kN_29g:1+half-bearing_35x47x7_6807_4.0kN_29g:1
bearing_50x65x7_6810_6.1kN_52g,bearing_50x65x7_6810_6.1kN_52g,subassembly,2,0,2,,52.0,65.0,65.0,7.1,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+bearings:1+bearing_50x65x7_6810_6.1kN_52g:1
half-bearing_50x65x7_6810_6.1kN_52g,half-bearing_50x65x7_6810_6.1kN_52g,part,4,27,0,half-stainless steel,26.0,65.0,65.0,7.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+bearings:1+bearing_50x65x7_6810_6.1kN_52g:1+half-bearing_50x65x7_6810_6.1kN_52g:1
foot_assembly,foot_assembly,subassembly,1,0,4,,348.5,235.1,82.8,109.8,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+foot_assembly:1
CNC_leg15_x2_RS06_shaft_bearing_retainer,CNC_leg15_x2_RS06_shaft_bearing_retainer,part,1,1,0,Aluminum 6061,23.5,8.5,82.8,82.8,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+foot_assembly:1+CNC_leg15_x2_RS06_shaft_bearing_retainer:1
CNC_leg16_x2_ankle_roll_output_shaft,CNC_leg16_x2_ankle_roll_output_shaft,part,1,1,0,Aluminum 6061,64.1,15.3,54.4,86.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+foot_assembly:1+CNC_leg16_x2_ankle_roll_output_shaft:1
CNC_leg17_x2_ankle_roll_support_shaft,CNC_leg17_x2_ankle_roll_support_shaft,part,1,1,0,Aluminum 6061,59.0,12.7,54.4,86.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+foot_assembly:1+CNC_leg17_x2_ankle_roll_support_shaft:1
CNC_leg18_x2_foot_plate,CNC_leg18_x2_foot_plate,subassembly,1,1,1,,202.0,235.0,72.1,102.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+foot_assembly:1+CNC_leg18_x2_foot_plate:1
symmetric_sole,symmetric_sole,part,1,1,0,foot_protection_USING,118.4,235.0,72.0,102.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+foot_assembly:1+CNC_leg18_x2_foot_plate:1+symmetric_sole:1
knee_assembly,knee_assembly,subassembly,1,0,4,,246.2,114.6,99.2,137.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+knee_assembly:1
CNC_leg02_x7_RS03_shaft_coupler,CNC_leg02_x7_RS03_shaft_coupler,part,1,1,0,Aluminum 6061,51.8,50.0,50.0,22.1,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+knee_assembly:1+CNC_leg02_x7_RS03_shaft_coupler:1
CNC_leg03_x4_RS03_shaft_bearing_retainer,CNC_leg03_x4_RS03_shaft_bearing_retainer,part,1,1,0,Aluminum 6061,35.6,99.2,99.2,9.5,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+knee_assembly:1+CNC_leg03_x4_RS03_shaft_bearing_retainer:1
CNC_leg08_x2_knee_front_bearing_retainer,CNC_leg08_x2_knee_front_bearing_retainer,part,1,1,0,Aluminum 6061,55.8,114.6,15.0,126.2,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+knee_assembly:1+CNC_leg08_x2_knee_front_bearing_retainer:1
