fusion_name,file_name,kind,qty,bodies,children,material,mass_g,bbox_x_mm,bbox_y_mm,bbox_z_mm,linked,out_of_date,path
CNC_leg09_x8_knee_back,CNC_leg09_x8_knee_back,part,1,1,0,Aluminum 6061,102.9,114.6,32.5,126.2,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+knee_assembly:1+CNC_leg09_x8_knee_back:1
leg_schematics_latest,leg_schematics_latest,subassembly,2,0,12,,0.0,0.0,0.0,0.0,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+leg_schematics_latest:1
robstride06_cross_section,robstride06_cross_section,empty,5,0,0,,0.0,0.0,0.0,0.0,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+leg_schematics_latest:1+robstride06_cross_section:1
protections,protections,subassembly,1,0,5,,272.6,183.6,121.1,309.6,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+protections:1
ankle_roll_motor,ankle_roll_motor,subassembly,1,0,2,,33.4,35.5,94.1,94.1,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+protections:1+ankle_roll_motor:1
Component46,Component46,part,1,1,0,ANKLE_1_PROTECTION,16.7,35.5,94.0,47.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+protections:1+ankle_roll_motor:1+Component46:1
Component47,Component47,part,1,1,0,ANKLE_1_PROTECTION,16.7,35.5,94.0,47.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+protections:1+ankle_roll_motor:1+Component47:1
ankle_top_cover,ankle_top_cover,subassembly,1,1,1,,61.4,47.5,21.0,22.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+protections:1+ankle_top_cover:1
WIRES,WIRES,empty,1,0,0,,0.0,0.0,0.0,0.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+protections:1+ankle_top_cover:1+WIRES:1
foot_front,foot_front,part,1,1,0,foot_protection_USING,13.9,9.5,72.0,85.5,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+protections:1+foot_front:1
knee_motor,knee_motor,subassembly,1,0,2,,52.3,132.1,44.4,126.2,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+protections:1+knee_motor:1
Component44,Component44,part,1,1,0,knee protection,26.2,66.0,44.4,126.1,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+protections:1+knee_motor:1+Component44:1
Component45,Component45,part,1,1,0,knee protection,26.2,66.0,44.4,126.1,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+protections:1+knee_motor:1+Component45:1
output_shank,output_shank,subassembly,1,0,3,,111.5,66.1,121.1,261.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+protections:1+output_shank:1
Component42,Component42,part,1,1,0,shank protection,44.7,66.0,25.0,261.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+protections:1+output_shank:1+Component42:1
Component43,Component43,part,1,1,0,shank protection,44.7,66.0,25.0,261.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+protections:1+output_shank:1+Component43:1
cables,cables,part,1,2,0,Copper,22.1,7.0,3.0,175.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+protections:1+output_shank:1+cables:1
robstride04,robstride04,subassembly,2,0,2,,1438.3,167.7,211.8,374.6,True,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1
120WAIGUAN0310_ASM_1_ASM,120WAIGUAN0310_ASM_1_ASM,subassembly,2,0,2,,559.8,167.7,54.9,167.7,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1
FL120BLW38-48V-120NM_ASM_1_ASM__ASM,FL120BLW38-48V-120NM_ASM_1_ASM__ASM,subassembly,2,0,1,,555.8,167.7,54.6,167.7,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1
3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM,3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM,subassembly,2,0,39,,555.8,167.7,54.6,167.7,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1
1_1_02_EB1201-501_1_1_1,1_1_02_EB1201-501_1_1_1,part,2,11,0,matching A356; Steel,99.2,120.0,120.0,7.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+1_1_02_EB1201-501_1_1_1:1
1_1_06_EB1203-503_1_1_1,1_1_06_EB1203-503_1_1_1,part,2,34,0,matching A356; Steel,246.7,120.0,120.0,41.3,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+1_1_06_EB1203-503_1_1_1:1
1_1_31_EB1203-505_1_1_1,1_1_31_EB1203-505_1_1_1,part,2,1,0,Steel,3.9,14.0,22.3,34.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+1_1_31_EB1203-505_1_1_1:1
1_2_04_618030_1_1_1,1_2_04_618030_1_1_1,part,2,1,0,Steel,10.8,26.0,5.0,26.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+1_2_04_618030_1_1_1:1
1_2_04_694000_1_1_1,1_2_04_694000_1_1_1,part,2,1,0,Steel,2.4,11.0,11.0,4.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+1_2_04_694000_1_1_1:1
1_2_05_000438_1_1_1,1_2_05_000438_1_1_1,part,8,1,0,Steel,0.1,4.1,3.8,3.8,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+1_2_05_000438_1_1_1:1
1_2_05_025081_1_1_1,1_2_05_025081_1_1_1,part,24,1,0,Steel,0.3,8.2,4.7,4.7,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+1_2_05_025081_1_1_1:1
1_2_05_025121_1_1_1,1_2_05_025121_1_1_1,part,24,1,0,Steel,0.4,12.2,4.7,4.7,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+1_2_05_025121_1_1_1:1
1_2_05_030050_1_1_1,1_2_05_030050_1_1_1,part,6,2,0,Steel,0.6,5.6,7.4,5.6,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+1_2_05_030050_1_1_1:1
1_2_05_QT-104_1_1_1,1_2_05_QT-104_1_1_1,part,2,1,0,Steel,0.7,3.0,3.0,12.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+1_2_05_QT-104_1_1_1:1
DIANJIBAN-2_SW0001_1_ASM_2_ASM__ASM,DIANJIBAN-2_SW0001_1_ASM_2_ASM__ASM,subassembly,2,0,1,,55.4,74.0,16.8,80.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+DIANJIBAN-2_SW0001_1_ASM_2_ASM__ASM:1
DIANJIBAN-2_SW0001_1_1_2_1,DIANJIBAN-2_SW0001_1_1_2_1,part,2,1,0,Discrete Component,55.4,74.0,16.8,80.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+DIANJIBAN-2_SW0001_1_ASM_2_ASM__ASM:1+DIANJIBAN-2_SW0001_1_1_2_1:1
GP72-9_00_40N_M___20240216_ASM__ASM,GP72-9_00_40N_M___20240216_ASM__ASM,subassembly,2,0,8,,125.6,65.0,65.0,27.5,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+GP72-9_00_40N_M___20240216_ASM__ASM:1
1_21_121000046___61810_50__1_1_,1_21_121000046___61810_50__1_1,part,2,1,0,Steel,56.4,7.0,65.0,65.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+GP72-9_00_40N_M___20240216_ASM__ASM:1+1_21_121000046___61810_50__1_1_:1
1_21_121000047___7_1_1_1,1_21_121000047___7_1_1_1,part,2,1,0,Steel,8.5,6.0,19.0,19.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+GP72-9_00_40N_M___20240216_ASM__ASM:1+1_21_121000047___7_1_1_1:1
D19_1_1_1,D19_1_1_1,part,2,1,0,Steel,0.2,18.7,18.6,1.1,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+GP72-9_00_40N_M___20240216_ASM__ASM:1+D19_1_1_1:1
ROTOR,ROTOR,part,2,1,0,matching A356,39.5,51.9,10.0,52.5,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+GP72-9_00_40N_M___20240216_ASM__ASM:1+ROTOR:1
ZYDQHJ_1_1_1,ZYDQHJ_1_1_1,part,2,1,0,Steel,2.7,54.0,53.9,0.8,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+GP72-9_00_40N_M___20240216_ASM__ASM:1+ZYDQHJ_1_1_1:1
_PIS72-D6X_1_1_1,PIS72-D6X_1_1_1,part,6,1,0,Steel,6.1,6.0,6.0,27.5,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+FL120BLW38-48V-120NM_ASM_1_ASM__ASM:1+3_1_02_120_0002_ASM_1_ASM_2_ASM_ASM:1+GP72-9_00_40N_M___20240216_ASM__ASM:1+_PIS72-D6X_1_1_1:1
SR_1__1,SR_1__1,part,2,1,0,FR4,4.0,13.0,13.0,37.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+120WAIGUAN0310_ASM_1_ASM:1+SR_1__1:1
Component26,Component26,part,2,1,0,core material,878.6,100.0,100.0,33.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+robstride04:1+Component26:1
shanks,shanks,subassembly,1,0,4,,442.5,54.4,101.1,249.9,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+shanks:1
CNC_leg10_x2_lower_leg_output_shank,CNC_leg10_x2_lower_leg_output_shank,part,1,1,0,Aluminum 6061,249.9,54.4,27.8,249.9,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+shanks:1+CNC_leg10_x2_lower_leg_output_shank:1
CNC_leg11_x2_lower_leg_support_shank,CNC_leg11_x2_lower_leg_support_shank,part,1,1,0,Aluminum 6061,179.9,54.4,15.6,249.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+shanks:1+CNC_leg11_x2_lower_leg_support_shank:1
CNC_leg12_x4_lower_leg_bearing_cap (1),CNC_leg12_x4_lower_leg_bearing_cap_1,part,1,1,0,Aluminum 6061,6.4,43.0,3.0,43.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+shanks:1+CNC_leg12_x4_lower_leg_bearing_cap (1):1
CNC_leg12_x4_lower_leg_bearing_cap,CNC_leg12_x4_lower_leg_bearing_cap,part,1,1,0,Aluminum 6061,6.4,43.0,3.0,43.0,False,,v2.1_lower_body_latest:1+v2.1_lower_leg_R:1+shanks:1+CNC_leg12_x4_lower_leg_bearing_cap:1
